Word	HappRank	Havg	StDev	Gweb_Rank	TwitterRank	Gbook_Rank	translation
desarrollados	1468	6.88	1.1718	--	--	4617	developed
efectivamente	1469	6.88	1.2229	--	--	2343	really
electrónica	1470	6.88	1.2720	1197	--	--	electronics
cosita	1471	6.88	1.3037	--	3762	--	thingy
face	1472	6.88	1.2558	--	932	--	face
muñeca	1473	6.88	1.3498	--	5228	--	wrist
primero	1474	6.88	1.4658	465	398	292	first
comí	1475	6.88	0.9823	--	2527	--	ate
celular	1476	6.88	1.3346	1697	849	--	cellular
wireless	1477	6.88	1.3944	4505	--	--	Wireless
mago	1478	6.88	1.4518	--	5069	--	magician
vital	1479	6.88	1.2395	--	--	2624	vital
acompañado	1480	6.88	1.1364	--	--	3192	accompanied
hehehe	1481	6.88	1.3797	--	3386	--	hehehe
pagado	1482	6.88	1.4090	--	--	4858	paid
ipod	1483	6.88	1.6368	2133	2293	--	ipod
easy	1484	6.88	1.5070	--	4390	--	easy
efectivo	1485	6.88	1.2879	2497	--	2592	cash
voluntarios	1486	6.88	1.0428	5201	--	--	volunteers
duermo	1487	6.88	1.1718	--	1200	--	sleep
justa	1488	6.88	1.1183	--	--	2703	fair
skype	1489	6.88	1.3797	--	2658	--	skype
casas	1490	6.88	1.2879	451	2665	701	housing
bibliotecas	1491	6.88	1.2720	3447	--	4717	libraries
discos	1492	6.88	1.4090	1560	--	--	discs
entendí	1493	6.88	1.0622	--	3750	--	understood
open	1494	6.88	1.1542	3001	--	--	open
certificación	1495	6.88	1.4234	3590	--	--	certification
francesa	1496	6.88	1.5205	3651	--	1777	French
alternativas	1497	6.88	1.0999	2877	--	3401	alternatives
favorited	1498	6.88	1.5862	--	1470	--	favorited
queriendo	1499	6.88	1.2879	--	3565	--	wanting
caminar	1500	6.88	1.1718	--	2324	--	walk
europeas	1501	6.88	1.3797	--	--	4447	European
isla	1502	6.88	1.4090	1493	3831	832	island
ilustración	1503	6.88	1.1364	--	--	4147	illustration
costumbres	1504	6.88	1.1542	--	--	1367	manners
galerías	1505	6.88	1.2879	3344	--	--	galleries
exactamente	1506	6.88	1.2720	4364	2277	2943	exactly
comprender	1507	6.86	1.1068	4230	--	1537	understand
azules	1508	6.86	1.3403	--	4967	--	Blue
#newyears	1509	6.86	1.9274	--	3988	--	# Newyears
portátil	1510	6.86	1.0500	4998	--	--	portable
corona	1511	6.86	1.7380	4846	--	1468	crown
ayude	1512	6.86	1.4144	--	4797	--	help
aprende	1513	6.86	1.3704	4870	2227	--	learn
tokio	1514	6.86	1.4709	--	2114	--	tokyo
eterno	1515	6.86	1.6414	--	3164	3951	eternal
jesus	1516	6.86	1.9484	2723	2328	--	jesus
navegar	1517	6.86	1.3704	5174	--	--	surf
carrera	1518	6.86	1.2938	1023	2063	1274	career
privilegios	1519	6.86	1.3250	--	--	3186	privileges
convicción	1520	6.86	1.4429	--	--	3791	conviction
popular	1521	6.86	1.3554	1155	4172	632	popular
tío	1522	6.86	1.1782	--	1839	4613	uncle
ilustre	1523	6.86	1.0104	--	--	2529	illustrious
everyone	1524	6.86	1.3403	--	564	--	everyone
encontré	1525	6.86	1.2618	--	2548	--	found
continuidad	1526	6.86	1.1782	--	--	3047	continuity
deportivos	1527	6.86	1.2291	2098	--	--	sports
derechos	1528	6.86	1.3704	132	4614	271	duty
brasil	1529	6.86	1.4287	592	2462	1075	Brazil
master	1530	6.86	1.4570	1842	--	--	master's degree
científicos	1531	6.86	1.2938	3637	--	2977	Scientists
ventaja	1532	6.86	1.2618	4621	--	2986	advantage
cosecha	1533	6.86	1.2456	--	--	3806	harvest
lana	1534	6.86	1.4984	--	--	4989	wool
noche	1535	6.86	1.3403	647	121	399	night
vivan	1536	6.86	1.5120	--	3538	--	live
pienso	1537	6.86	1.2291	3283	703	3400	feed
productiva	1538	6.86	1.3554	--	--	3761	productive
autos	1539	6.86	1.2618	858	5060	2798	cars
cámara	1540	6.86	1.3999	1264	2408	791	camera
mp4	1541	6.86	1.3852	4889	--	--	mp4
correr	1542	6.86	1.2938	4997	1801	3275	run
enseña	1543	6.86	1.1250	--	--	4563	teaches
cuida	1544	6.86	1.1954	--	3696	--	care
promesa	1545	6.86	1.0104	--	2920	4410	promise
jaaa	1546	6.86	1.5651	--	4445	--	jaaa
filosofía	1547	6.84	1.6081	2186	--	755	philosophy
estudio	1548	6.84	1.2014	473	2757	284	study
aeropuerto	1549	6.84	1.0947	2377	3891	--	airport
beber	1550	6.84	1.6458	--	955	--	drink
mÁs	1551	6.84	1.4758	2678	3028	--	more
pc	1552	6.84	1.2993	484	1354	--	pc
muack	1553	6.84	1.6826	--	5107	--	muack
recibir	1554	6.84	1.2675	1159	928	1422	receive
baloncesto	1555	6.84	1.3756	3722	--	--	basketball
ejercicios	1556	6.84	1.2349	2611	--	3515	training
peli	1557	6.84	1.4049	--	676	--	movie
bahía	1558	6.84	1.3303	--	--	3845	bay
mia	1559	6.84	1.2182	5120	823	--	mia
negocio	1560	6.84	1.5167	1291	4387	1927	deal
tengo	1561	6.84	1.1843	302	53	794	I have
carreras	1562	6.84	1.2835	2625	--	--	racing
curiosidades	1563	6.84	1.1493	3518	--	--	curiosities
visitantes	1564	6.84	1.1493	2563	--	--	visitors
lectura	1565	6.84	1.5434	1504	--	1203	reading
caridad	1566	6.84	1.5696	--	--	3118	charity
crea	1567	6.84	1.1669	1340	3975	2054	creates
verdes	1568	6.84	1.1669	3992	--	5001	green
ilusiones	1569	6.84	1.4049	--	2882	--	delusions
retrato	1570	6.84	1.1843	--	--	3613	portrait
leemos	1571	6.84	1.3456	--	3373	--	read
deportiva	1572	6.84	1.2835	2803	--	--	Sports
acostar	1573	6.84	1.1843	--	3989	--	lay down
fuertes	1574	6.84	1.4337	3569	3158	1672	strong
internacionales	1575	6.84	1.2349	785	--	1112	international
donaciones	1576	6.84	1.3756	3137	--	--	donations
okay	1577	6.84	1.4619	--	2566	--	okay
world	1578	6.84	1.3456	1414	792	--	world
conversación	1579	6.84	1.0373	4991	3659	3272	conversation
proposito	1580	6.84	1.4758	--	1835	--	purpose
gift	1581	6.84	1.7066	--	5027	--	gift
coches	1582	6.84	1.3456	485	--	--	Car
dormí	1583	6.84	1.4896	--	2963	--	slept
renovación	1584	6.84	1.2349	5032	--	3764	renewal
oaxaca	1585	6.84	1.2993	3703	--	5233	oaxaca
oferta	1586	6.84	1.3456	379	--	2405	offer
orgulloso	1587	6.84	1.5954	--	4250	--	proud
algodón	1588	6.84	1.2675	--	--	3402	cotton
válidos	1589	6.84	1.0759	4978	--	--	valid
sobrio	1590	6.84	1.3456	--	3759	--	sober
listo	1591	6.84	1.2349	2148	840	--	ready
historias	1592	6.82	1.4941	2359	1371	3538	stories
player	1593	6.82	1.5077	2682	--	--	player
vibra	1594	6.82	1.2887	--	1841	--	vibrates
conocer	1595	6.82	1.2403	738	913	713	know
verde	1596	6.82	1.3805	1405	2119	2104	green
facebook	1597	6.82	1.7577	1112	389	--	facebook
mundial	1598	6.82	1.2887	602	1564	908	world
ordenado	1599	6.82	1.2070	--	--	4607	ordered
mayas	1600	6.82	1.3045	--	435	--	Maya
mp3	1601	6.82	1.4803	760	--	--	mp3
exacto	1602	6.82	1.2403	--	2296	4935	exact
miami	1603	6.82	1.6249	3795	3154	--	miami
unico	1604	6.82	1.2887	3649	797	--	only
palacios	1605	6.82	1.4384	--	--	4502	palaces
momentos	1606	6.82	1.1551	1863	448	996	moments
viven	1607	6.82	1.2887	3772	3740	2290	live
gustaría	1608	6.82	1.2887	3416	1579	--	like
maíz	1609	6.82	1.3045	--	--	2298	corn
curiosidad	1610	6.82	1.3045	--	--	4231	curiosity
ligar	1611	6.82	1.2728	--	4854	--	bind
e-mail	1612	6.82	1.1899	423	--	--	e-mail
todo	1613	6.82	1.2567	42	40	39	everything
rápido	1614	6.82	1.1726	2226	1097	3082	fast
competente	1615	6.82	1.3045	5189	--	4155	competent
adoptar	1616	6.82	1.1373	--	--	3419	adopt
profesiones	1617	6.82	1.2567	4803	--	--	professions
fuerzas	1618	6.82	1.4525	2066	2759	408	forces
memoria	1619	6.82	1.2887	876	2081	740	memory
vencer	1620	6.82	1.7460	--	--	4500	overcome
perla	1621	6.82	1.3805	--	3059	--	pearl
tecnologías	1622	6.82	1.3805	1862	--	--	technologies
digital	1623	6.82	1.2403	519	4762	--	digital
espíritu	1624	6.82	1.3354	2350	4541	391	spirit
creador	1625	6.82	1.7343	--	--	3432	creator
light	1626	6.82	1.5211	--	3558	--	light
realizado	1627	6.82	1.1726	1808	--	1711	realized
perrita	1628	6.82	1.9866	--	4191	--	dog
realizarse	1629	6.82	1.3506	--	--	4657	performed
celulares	1630	6.82	1.3045	1870	--	--	cell
bendiga	1631	6.82	1.6249	--	390	--	bless
inbox	1632	6.82	1.2237	--	3527	--	inbox
escuchar	1633	6.82	0.9624	1491	653	3906	listen
trabajador	1634	6.80	1.3553	3531	--	2619	employee
independientes	1635	6.80	1.5386	4601	--	2971	independent
enciclopedia	1636	6.80	1.2289	1712	--	--	encyclopedia
versos	1637	6.80	1.1952	--	--	1774	verses
estética	1638	6.80	1.4428	3832	--	3207	aesthetics
totalmente	1639	6.80	1.2778	1448	1586	1536	completely
conocidos	1640	6.80	1.1429	5190	--	2833	known
liked	1641	6.80	1.1249	--	518	--	liked
imágenes	1642	6.80	1.4708	449	4133	1897	imagery
precisión	1643	6.80	1.1606	2593	--	3393	precision
horizonte	1644	6.80	1.4142	--	--	2860	horizon
acostado	1645	6.80	1.2936	--	3609	--	lying
entendimiento	1646	6.80	0.9035	--	--	3031	understanding
comen	1647	6.80	1.1780	--	4501	--	eat
cartelera	1648	6.80	1.1429	2598	--	--	billboard
nubes	1649	6.80	1.5908	--	4255	4509	clouds
recordar	1650	6.80	1.1066	2048	1303	1961	remember
rio	1651	6.80	1.1606	1948	1355	1621	rio
fe	1652	6.80	1.7023	1105	1185	462	faith
reales	1653	6.80	1.2778	2544	--	751	real
ficción	1654	6.80	1.4428	4359	--	4995	fiction
verdades	1655	6.80	1.4286	--	--	4871	truths
iluminación	1656	6.80	1.3401	4118	--	--	lighting
funcional	1657	6.80	1.1606	5100	--	4750	functional
respuesta	1658	6.80	1.1066	185	1602	851	reply
sueldos	1659	6.80	1.7379	--	--	3370	Salaries
mío	1660	6.80	1.2289	--	1403	3467	mine
seguro	1661	6.80	1.1429	731	449	1049	insurance
alternativa	1662	6.80	1.0690	2713	--	2957	alternative
memorias	1663	6.80	1.3248	3448	--	2686	memoirs
lluvia	1664	6.80	1.4286	3297	1461	3061	rain
avanzada	1665	6.80	1.3553	950	--	--	Advanced
sostenible	1666	6.80	1.3401	4091	--	--	sustainable
bicis	1667	6.80	1.2778	3565	--	--	Bikes
protagonista	1668	6.80	1.2778	--	--	4235	protagonist
alcanzó	1669	6.80	1.2454	--	--	3396	reached
sobrina	1670	6.80	1.3851	--	4806	--	niece
digitales	1671	6.80	1.3093	2190	--	--	Digital
avances	1672	6.80	1.1952	3143	--	4886	advances
1ero	1673	6.80	1.9588	--	1757	--	1st
vigor	1674	6.80	1.4983	4723	--	2677	vigor
parientes	1675	6.80	1.3093	--	--	4097	kin
ambientales	1676	6.80	1.4708	3363	--	--	environmental
humanas	1677	6.80	1.1066	4893	--	2559	human
muchisimas	1678	6.80	1.4428	--	2573	--	very many
compromiso	1679	6.80	1.7843	1745	4214	2121	commitment
deseando	1680	6.80	1.2617	--	3161	--	forward
quebec	1681	6.80	1.7613	4077	--	--	quebec
económico	1682	6.80	1.2454	1307	--	460	economic
estudios	1683	6.80	1.4142	488	--	355	studies
leídos	1684	6.80	1.2778	4500	--	--	read
buenoo	1685	6.80	1.6288	--	2786	--	buenoo
interesa	1686	6.80	1.3401	2729	2961	2738	interested
galeria	1687	6.78	1.2824	2704	--	--	gallery
inglaterra	1688	6.78	1.6073	3456	--	1215	England
recuperación	1689	6.78	1.4748	3173	--	3241	recovery
vista	1690	6.78	1.2337	419	1631	306	view
lyrics	1691	6.78	1.1301	945	--	--	lyrics
célebre	1692	6.78	1.2501	--	--	3259	famous
plena	1693	6.78	1.4184	3972	4876	1893	full
primos	1694	6.78	1.2002	--	1078	--	cousins
participación	1695	6.78	1.2171	740	--	651	participation
disponibilidad	1696	6.78	1.2501	1978	--	--	availability
televisión	1697	6.78	1.6817	948	4748	2981	TV
naranja	1698	6.78	1.2501	4323	3137	--	orange
salu2	1699	6.78	1.8327	5214	--	--	salu2
claramente	1700	6.78	1.1480	3912	4221	1495	clearly
visitas	1701	6.78	1.1301	415	4858	4317	views
guadalajara	1702	6.78	1.3596	1234	--	3469	london
manchester	1703	6.78	1.5817	--	4086	--	Manchester
yahoo	1704	6.78	1.5945	200	--	--	yahoo
viviendo	1705	6.78	1.3138	--	3892	4982	living
maestro	1706	6.78	1.2982	2051	3223	900	teacher
grecia	1707	6.78	1.3746	3718	--	5181	Greece
año♥	1708	6.78	1.5556	--	4215	--	year ♥
completas	1709	6.78	1.3138	5033	--	4949	complete
desarrollar	1710	6.78	1.2171	1960	--	2146	develop
mirada	1711	6.78	1.2664	3047	1566	1700	look
respira	1712	6.78	1.3596	--	4956	--	breathe
sexual	1713	6.78	1.6449	2070	3858	2884	sexual
accesibilidad	1714	6.78	1.2171	2971	--	--	accessibility
unidas	1715	6.78	1.2002	3194	--	2100	together
queremos	1716	6.78	1.2337	2436	824	2552	we
porfavor	1717	6.78	1.6938	--	1495	--	please
facilitar	1718	6.78	1.0160	3866	--	3279	facilitate
compu	1719	6.78	1.3138	--	2445	--	compu
estímulo	1720	6.78	1.2501	--	--	4424	stimulus
activa	1721	6.78	1.1301	2972	--	2243	active
filosófica	1722	6.78	1.2664	--	--	4724	philosophical
iniciativa	1723	6.78	1.2337	2232	--	1870	initiative
ps3	1724	6.78	1.7646	2970	--	--	ps3
florida	1725	6.78	1.3596	3419	--	5243	Florida
información	1726	6.78	1.3893	48	2432	453	information
madurar	1727	6.78	1.2501	--	3202	--	mature
estilo	1728	6.78	1.2171	1063	1921	1022	style
cumplir	1729	6.78	1.4327	1986	839	1194	comply
especialistas	1730	6.78	1.2002	3755	--	5238	specialists
principios	1731	6.78	1.3138	1486	--	480	beginning
completos	1732	6.76	1.1350	5057	--	--	complete
iniciativas	1733	6.76	1.1877	4298	--	4633	initiatives
encontrarse	1734	6.76	1.2707	--	--	3804	be
dear	1735	6.76	1.3786	--	2777	--	dear
understand	1736	6.76	1.2216	--	4403	--	understand
título	1737	6.76	1.2867	462	--	653	title
resolver	1738	6.76	1.2707	2882	--	1649	resolve
casará	1739	6.76	1.2867	--	4776	--	marry
mensajes	1740	6.76	1.1350	80	1049	--	posts
encontre	1741	6.76	1.2382	--	2200	--	I found
perdonar	1742	6.76	1.6728	--	3650	--	forgive
europea	1743	6.76	1.3486	1652	--	1979	European
notable	1744	6.76	1.2545	--	--	1751	notable
aliados	1745	6.76	1.1704	--	--	4656	allies
comi	1746	6.76	1.3637	--	1501	--	ate
compra	1747	6.76	1.4078	388	2660	2202	purchase
hotels	1748	6.76	1.2867	3520	--	--	hotels
infantiles	1749	6.76	1.4507	2935	--	--	Children
#flan	1750	6.76	1.5722	--	4119	--	# Pudding
tradiciones	1751	6.76	1.2382	--	--	3100	traditions
esencia	1752	6.76	1.2382	--	--	2003	essence
lecturas	1753	6.76	1.1528	3065	--	--	readings
hehe	1754	6.76	1.3180	--	1938	--	hehe
barco	1755	6.76	1.1877	3955	--	3546	boat
legítimo	1756	6.76	1.1168	--	--	4480	legitimate
máxima	1757	6.76	1.3933	2372	--	2597	maxim
portátiles	1758	6.76	1.2867	4667	--	--	portable
inversión	1759	6.76	1.7209	1302	--	1082	investment
filósofo	1760	6.76	1.3024	--	--	3775	philosopher
retos	1761	6.76	1.5592	--	3309	--	challenges
propio	1762	6.76	1.0012	964	2479	352	own
australia	1763	6.76	1.5059	1667	--	--	Australia
prima	1764	6.76	1.1877	4742	602	3488	premium
leí	1765	6.76	1.2216	--	4178	--	read
famosos	1766	6.76	1.3933	3032	4894	--	famous
creadores	1767	6.76	1.4078	--	4112	--	creators
duerma	1768	6.76	1.2216	--	4536	--	sleep
arroz	1769	6.76	1.1877	4614	2711	4744	rice
cámaras	1770	6.76	1.3024	1941	--	3560	cameras
tíos	1771	6.76	1.0797	--	4240	--	uncles
siempre	1772	6.76	1.4078	199	91	107	always
entender	1773	6.76	1.1528	2540	1647	1245	understand
sexuales	1774	6.76	1.5194	3633	--	--	sex
cuidate	1775	6.76	1.3933	--	1789	--	take care
bendito	1776	6.76	2.0260	--	4547	--	blessed
garantía	1777	6.76	1.2707	1677	--	2286	warranty
expresiones	1778	6.76	1.2545	--	--	2608	expressions
consolas	1779	6.76	1.3786	1766	--	--	consoles
afirmar	1780	6.76	1.3024	--	--	2205	say
shop	1781	6.76	1.1877	5209	--	--	shop
intentarlo	1782	6.74	1.1920	--	3830	--	try
primito	1783	6.74	1.4820	--	4483	--	cousin
mio	1784	6.74	1.3674	4633	476	--	mio
ropa	1785	6.74	1.2257	838	838	3076	clothing
caballos	1786	6.74	1.1214	5288	--	2092	horses
primas	1787	6.74	1.2257	--	2663	3978	raw
come	1788	6.74	1.2090	4271	559	--	eat
everywhere	1789	6.74	1.3372	--	3071	--	everywhere
downloads	1790	6.74	1.3219	4877	--	--	downloads
completa	1791	6.74	1.2423	786	3244	1405	Full
imagenes	1792	6.74	1.2586	1554	--	--	images
único	1793	6.74	1.2423	1210	643	642	only
apple	1794	6.74	1.4401	2289	3150	--	apple
firefox	1795	6.74	1.3822	2865	--	--	firefox
modernización	1796	6.74	1.7001	--	--	3878	modernization
hotmail	1797	6.74	1.3822	5146	--	--	hotmail
destino	1798	6.74	1.2257	1488	1551	887	destination
sonidos	1799	6.74	1.3524	5036	--	--	sounds
fuente	1800	6.74	1.1395	528	5249	727	source
vestidos	1801	6.74	1.4682	--	--	5051	clothes
tocar	1802	6.74	1.3524	4412	1768	4834	touch
contemporáneo	1803	6.74	1.0654	--	--	4527	contemporary
encontrar	1804	6.74	1.0844	567	1167	1136	find
chat	1805	6.74	1.4115	1081	1629	--	chat
agusto	1806	6.74	1.6389	--	5181	--	agusto
story	1807	6.74	1.2586	--	1985	--	story
documentales	1808	6.74	1.4115	5277	--	--	documentaries
consciente	1809	6.74	1.2090	--	--	3300	conscious
performance	1810	6.74	1.3524	--	3969	--	performance
computación	1811	6.74	1.2747	2915	--	--	computing
lógico	1812	6.74	1.2747	--	--	3148	logical
adopción	1813	6.74	1.4115	4623	--	4219	adoption
global	1814	6.74	1.3969	1230	--	2036	global
gran	1815	6.74	1.0654	142	183	89	great
onda	1816	6.74	1.1920	2918	560	--	wave
gustaria	1817	6.74	1.3674	3115	2055	--	like
determinación	1818	6.74	1.3372	4186	--	2285	determination
destaca	1819	6.74	1.1572	4366	--	3671	highlights
literario	1820	6.74	1.3219	--	--	2341	literary
profesión	1821	6.74	1.1395	4466	--	2642	profession
movilidad	1822	6.74	1.2747	4460	--	5302	mobility
nuevooo	1823	6.74	1.8495	--	2305	--	nuevooo
reproductor	1824	6.74	1.2257	3485	--	--	reproductive
tradición	1825	6.74	1.4682	3773	4516	1030	tradition
amplio	1826	6.74	1.3372	3062	--	1913	wide
primita	1827	6.74	1.4259	--	3753	--	cousin
car	1828	6.74	1.3674	3536	--	--	car
neuronas	1829	6.74	1.3969	--	4305	--	neurons
leyenda	1830	6.74	1.3063	4473	--	3523	legend
eyes	1831	6.74	1.2747	--	3812	--	eyes
comprensión	1832	6.74	1.1214	4641	--	2210	understanding
sip	1833	6.74	1.4542	--	2083	--	sip
puedo	1834	6.74	1.1920	665	149	1477	I can
muchooo	1835	6.74	1.6264	--	4068	--	muchooo
suiza	1836	6.74	1.4115	3244	--	--	Switzerland
concursos	1837	6.74	1.3969	2328	--	--	contests
recuperar	1838	6.74	1.2090	2632	4027	4921	recover
primo	1839	6.72	1.1073	--	637	5066	cousin
album	1840	6.72	1.2129	2812	2569	--	Album
pijama	1841	6.72	1.4852	--	1710	--	pajamas
arroyo	1842	6.72	1.3856	3684	--	3971	stream
alta	1843	6.72	1.2623	504	2131	764	high
piensan	1844	6.72	1.0698	--	2239	--	think
apetece	1845	6.72	0.9485	--	3924	--	fancy
lees	1846	6.72	1.2461	--	4160	--	read
encontrado	1847	6.72	1.2461	1751	4004	2199	found
design	1848	6.72	1.4148	3197	--	--	design
herederos	1849	6.72	1.3856	--	--	4238	heirs
desarrollado	1850	6.72	1.3708	2100	--	3361	developed
download	1851	6.72	1.2461	1855	--	--	download
ajaj	1852	6.72	1.8299	--	4344	--	ajaj
development	1853	6.72	1.3559	5261	--	--	development
rosa	1854	6.72	1.4574	1274	1876	1753	pink
mega	1855	6.72	1.3856	--	1836	--	mega
curioso	1856	6.72	0.9906	--	3823	4069	curious
facultad	1857	6.72	1.4852	1479	--	891	faculty
roma	1858	6.72	1.4434	2432	--	1325	Rome
eventos	1859	6.72	1.4574	350	--	--	events
dispuesto	1860	6.72	1.2784	2167	--	1401	ready
dormido	1861	6.72	1.7384	--	661	--	asleep
diseños	1862	6.72	0.9485	4746	--	--	designs
avance	1863	6.72	1.1073	3150	--	2665	advance
llegaste	1864	6.72	1.3407	--	2870	--	came
primera	1865	6.72	1.2623	221	242	151	first
considerado	1866	6.72	1.1436	4452	--	2105	considered
green	1867	6.72	1.2296	4963	3705	--	green
sigueme	1868	6.72	1.2296	--	1814	--	follow me
rumba	1869	6.72	1.2461	--	2511	--	rumba
producir	1870	6.72	1.2784	3542	--	1658	produce
avatar	1871	6.72	1.3559	509	746	--	avatar
visita	1872	6.72	0.9906	808	1830	1683	visit
participa	1873	6.72	1.0887	2510	--	--	participates
visión	1874	6.72	1.1256	1687	--	1014	view
distinguido	1875	6.72	1.2623	--	--	4515	distinguished
rescate	1876	6.72	1.5391	5202	--	--	rescue
contratar	1877	6.72	1.3407	5113	--	--	hire
feel	1878	6.72	1.4852	--	1365	--	feel
arreglar	1879	6.72	1.2623	--	4549	--	fix
aprovecha	1880	6.72	1.1787	--	4304	--	advantage
modelo	1881	6.72	1.2296	534	3472	736	model
eterna	1882	6.72	1.6542	--	--	3779	eternal
antropología	1883	6.72	1.3856	--	--	3584	anthropology
motos	1884	6.72	1.5913	779	3755	--	motorcycles
documental	1885	6.72	1.3708	3231	--	--	documentary
mil	1886	6.72	1.2623	613	369	296	thousand
primeros	1887	6.72	1.2623	1243	1408	475	first
válido	1888	6.70	1.1294	1295	--	--	valid
fomentar	1889	6.70	1.1473	--	--	4818	foster
actividad	1890	6.70	1.1824	460	5273	444	activity
moneda	1891	6.70	1.4743	3334	--	1393	currency
fresa	1892	6.70	1.7525	--	5159	--	strawberry
realizar	1893	6.70	1.1650	644	4287	941	perform
superior	1894	6.70	1.4033	581	--	441	top
actual	1895	6.70	1.1995	752	--	534	present
potencia	1896	6.70	1.3887	2207	--	2456	power
park	1897	6.70	1.4743	3509	3841	--	park
ella	1898	6.70	1.4463	434	207	105	she
manualidades	1899	6.70	1.2817	4536	--	--	Crafts
educativas	1900	6.70	1.1112	4370	--	--	educational
creer	1901	6.70	1.1473	3999	744	1903	believe
realizados	1902	6.70	1.2817	3957	--	3967	made
exactitud	1903	6.70	1.3132	--	--	4034	correctness
email	1904	6.70	1.2330	151	--	--	email
conciencia	1905	6.70	1.3740	2558	3147	613	awareness
sopa	1906	6.70	1.1112	--	2199	--	soup
ambiente	1907	6.70	1.3439	632	2954	925	environment
capacidad	1908	6.70	1.0738	757	4321	581	capacity
capaces	1909	6.70	1.3439	4799	--	2560	able
tecnológico	1910	6.70	1.4604	3199	--	4602	technological
twittear	1911	6.70	1.6690	--	2111	--	tweet
traducciones	1912	6.70	1.1650	4328	--	--	translations
conectado	1913	6.70	1.0738	4178	3909	--	connected
masters	1914	6.70	1.3740	3205	--	--	Masters
leido	1915	6.70	1.2657	--	4973	--	read
entiendo	1916	6.70	1.2495	4125	604	--	understand
consejo	1917	6.70	1.1112	673	2973	402	advice
honra	1918	6.70	1.6320	--	--	3658	honor
soltero	1919	6.70	1.6690	--	3081	--	single
euro	1920	6.70	1.2657	3028	3976	--	euro
proud	1921	6.70	1.6568	--	816	--	proud
convencido	1922	6.70	1.1995	--	--	4901	convinced
humanidades	1923	6.70	1.2657	4575	--	--	humanities
constante	1924	6.70	1.1112	3253	--	1202	constant
residencial	1925	6.70	1.1995	4871	--	--	residential
bravo	1926	6.70	1.4463	4078	--	4184	brave
star	1927	6.70	1.6067	2676	2307	--	star
video	1928	6.70	1.1995	176	224	--	video
seno	1929	6.70	1.3887	--	--	1921	breast
consejos	1930	6.70	1.1294	1188	2802	2882	tips
bluetooth	1931	6.70	1.3286	4437	--	--	bluetooth
científico	1932	6.70	1.6194	3600	--	1828	scientific
animal	1933	6.70	1.6194	2201	2669	1912	animal
aeropuertos	1934	6.70	1.8544	4691	--	--	airports
visitar	1935	6.70	1.1112	1555	3326	4770	visit
acceder	1936	6.70	1.3132	1566	--	--	log in
feeling	1937	6.70	1.6444	--	3250	--	feeling
contactos	1938	6.70	1.2657	955	4958	--	contacts
creación	1939	6.70	1.1650	1036	--	725	creation
podré	1940	6.70	1.3439	--	5217	--	I can
humana	1941	6.70	1.2164	2037	4830	714	human
colabora	1942	6.70	1.0926	5012	--	--	collaborates
social	1943	6.70	1.2976	168	1627	122	social
extranjero	1944	6.70	1.4033	3063	--	1426	foreign
alianza	1945	6.70	1.3132	3036	--	1941	alliance
web	1946	6.68	1.2196	47	1897	--	web
abierto	1947	6.68	1.3161	2024	2047	2090	open
quieres	1948	6.68	1.2688	929	273	--	want
bed	1949	6.68	1.2848	--	4419	--	bed
messenger	1950	6.68	1.5043	1460	--	--	messenger
países	1951	6.68	1.4630	426	--	222	countries
photoshop	1952	6.68	1.5312	3370	--	--	photoshop
corre	1953	6.68	1.2196	--	2374	3209	runs
cooperación	1954	6.68	1.2362	1873	--	1665	cooperation
cumplen	1955	6.68	1.0583	--	4074	--	meet
hoteles	1956	6.68	1.2688	336	--	--	hotels
vibras	1957	6.68	1.2688	--	2742	--	vibes
posibilidad	1958	6.68	1.1328	1263	--	802	possibility
sentir	1959	6.68	1.4769	3341	677	1809	feel
entenderse	1960	6.68	1.1147	--	--	4977	be understood
orígenes	1961	6.68	1.3915	--	--	3128	beginning
ingles	1962	6.68	1.5706	1914	2458	--	English
wallpapers	1963	6.68	1.3316	3412	--	--	wallpapers
integración	1964	6.68	1.0962	1992	--	1283	integration
resuelta	1965	6.68	1.2688	2824	--	--	resolved
ingeniero	1966	6.68	1.5312	2830	--	2749	engineer
escucha	1967	6.68	1.1507	4378	1790	--	listening
literarias	1968	6.68	1.3005	--	--	4412	literary
cuerpo	1969	6.68	1.3161	707	649	317	body
puramente	1970	6.68	1.1147	--	--	3291	purely
llegó	1971	6.68	1.3619	2345	1780	682	came
confirmado	1972	6.68	1.2196	--	4452	--	confirmed
river	1973	6.68	1.4630	4598	4427	--	river
rápida	1974	6.68	1.1147	2386	--	3428	Fast
rapido	1975	6.68	1.1507	--	1160	--	fast
¿quieres	1976	6.68	1.2848	--	3741	--	Would you
más	1977	6.68	1.1683	24	72	24	more
actuar	1978	6.68	1.2362	4020	4878	2495	act
nieto	1979	6.68	1.6468	--	3595	--	grandson
chingon	1980	6.68	2.4112	--	4512	--	chingon
reunidos	1981	6.68	1.2362	--	--	4837	gathered
inmenso	1982	6.68	1.4490	--	--	4048	immense
diálogo	1983	6.68	1.1328	3351	--	2086	dialogue
evento	1984	6.68	1.3316	1415	5078	--	event
Ձ01Ձ	1985	6.66	1.4373	--	4634	--	Ձ 01 Ձ
espacio	1986	6.66	1.3188	574	2195	619	space
intercambio	1987	6.66	1.2875	2010	--	2443	exchange
intensidad	1988	6.66	1.3644	5051	--	2606	intensity
