Word	Havg	StDev	FreqListRank	TwitterRank	translation
fajar	1604	6.18	1.2070	3468	5884	dawn
menambahkan	1605	6.18	1.1192	3763	--	add
citra	1606	6.18	1.1726	--	5272	image
adik	1607	6.18	1.0240	1368	2058	younger brother
temen2	1608	6.18	1.2567	--	2286	temen2
mamanya	1609	6.18	1.2070	--	5368	mama
nona	1610	6.18	0.9409	559	--	miss
strategi	1611	6.18	1.3805	4074	--	strategy
merespon	1612	6.18	1.0821	6051	--	responds
nenek	1613	6.18	1.3354	1170	1518	grandmother
naik	1614	6.18	1.0821	393	713	up
tambahkan	1615	6.18	1.0039	5310	--	add
tersedia	1616	6.18	1.1192	3568	--	available
dengannya	1617	6.18	1.1551	430	5608	with
tq	1618	6.18	1.3805	--	3624	tq
perancis	1619	6.18	1.1899	966	--	France
selesai	1620	6.18	1.3656	304	781	completed
durian	1621	6.18	1.5739	--	4410	durian
legenda	1622	6.18	1.2070	2596	--	legend
royal	1623	6.18	1.2403	5106	--	generous
rekening	1624	6.18	1.3045	5101	--	account
women	1625	6.18	0.9409	--	5833	women
sembilan	1626	6.18	1.3506	1347	--	nine
ayoo	1627	6.18	0.9624	--	1211	Ayoo
mengajak	1628	6.18	1.0039	2983	--	invite
foto	1629	6.18	1.2237	866	334	photo
okelah	1630	6.18	0.8254	--	4669	Okay
mimpimu	1631	6.18	1.3805	5682	--	dreams
kamarku	1632	6.16	1.2349	3043	--	my room
diciptakan	1633	6.16	1.1132	4268	--	created
apartemenku	1634	6.16	1.3903	6142	--	apartment
rekan	1635	6.16	1.1669	2096	--	colleague
melayani	1636	6.16	1.0568	1687	--	serve
penjelajah	1637	6.16	1.4049	5279	--	explorer
berkunjung	1638	6.16	0.9337	4946	--	visit
kekuatannya	1639	6.16	1.0759	3896	--	strength
mulai	1640	6.16	1.1132	187	315	start
mangga	1641	6.16	1.1132	--	3770	mango
pacarmu	1642	6.16	1.5167	2660	3110	girlfriend
asek	1643	6.16	1.5566	--	2183	asek
sadar	1644	6.16	1.2014	921	895	conscious
yup	1645	6.16	1.4194	4871	5241	yup
anaknya	1646	6.16	1.0373	1215	1657	his son
iya	1647	6.16	1.1669	550	30	yes
kaisar	1648	6.16	1.2513	2958	--	emperor
download	1649	6.16	1.0947	3901	1307	download
ilham	1650	6.16	1.3149	--	2866	inspiration
inggris	1651	6.16	1.2675	624	1402	English
mengunjungi	1652	6.16	0.9553	1953	--	visit
grace	1653	6.16	1.4896	3321	--	grace
masuklah	1654	6.16	1.0947	1479	--	go
sambut	1655	6.16	1.0568	--	5231	welcome
meneleponmu	1656	6.16	1.0947	5600	--	call
ngobrol	1657	6.16	0.9337	4692	2391	blather
melaksanakan	1658	6.16	0.8657	3851	--	implement
bekerja	1659	6.16	1.1132	182	2259	work
fotografer	1660	6.16	1.1314	5821	--	photographer
ilmiah	1661	6.16	1.2675	2776	--	scientific
iyaaaa	1662	6.16	1.5696	--	3710	iyaaaa
permen	1663	6.16	1.0373	1919	2979	candy
geli	1664	6.16	1.2993	--	5165	amused
perak	1665	6.16	1.2014	3408	--	silver
menerimanya	1666	6.16	1.1493	2282	--	accept
tingkatkan	1667	6.16	1.3456	--	5667	increase
dikasih	1668	6.16	1.2014	--	1417	given
kumpul	1669	6.16	1.1132	--	2139	togethers
eat	1670	6.16	1.2349	--	5827	eat
kantin	1671	6.16	1.0759	--	5477	canteen
bagi2	1672	6.16	0.9337	--	2586	bagi2
gitar	1673	6.16	1.2014	4466	3276	guitar
thailand	1674	6.16	1.0947	5303	4351	Thailand
kristen	1675	6.16	1.5434	1915	3022	Christian
alternatif	1676	6.16	1.1314	4933	--	alternative
perlindungan	1677	6.16	1.2675	1343	--	protection
iyaaa	1678	6.16	0.8889	--	1062	iyaaa
tidur	1679	6.16	1.3903	222	120	sleep
bangkok	1680	6.16	1.2513	5468	--	Bangkok
kalem	1681	6.16	0.8657	--	4345	calm
silahkan	1682	6.16	1.2675	465	1328	please
televisi	1683	6.16	1.2014	3109	--	TV
sama2	1684	6.16	0.9971	--	1057	sama2
social	1685	6.16	1.0759	--	4415	social
mengantarmu	1686	6.16	0.9337	4065	--	drop
share	1687	6.14	1.0104	--	1485	share
isterimu	1688	6.14	1.2618	4968	--	wife
ayuk	1689	6.14	1.0500	--	3406	ayuk
hidupkan	1690	6.14	1.1954	4337	--	turn
jajan	1691	6.14	1.1430	--	3294	snack
lord	1692	6.14	1.5651	2360	--	lord
tip	1693	6.14	1.0882	5066	--	tip
terima	1694	6.14	0.9899	81	720	thank
merancang	1695	6.14	1.0692	5360	--	devise
berlanjut	1696	6.14	1.0304	3396	--	continues
pembukaan	1697	6.14	1.0692	4276	--	opening
remember	1698	6.14	1.1954	--	2376	remember
ibunya	1699	6.14	1.2456	1097	5009	mother
mengenali	1700	6.14	1.0104	2305	--	recognize
son	1701	6.14	1.2618	--	5209	son
hotel	1702	6.14	1.1608	979	2443	hotel
lebih	1703	6.14	1.0500	50	81	more
nokia	1704	6.14	1.3999	--	4108	nokia
dinda	1705	6.14	1.3704	--	3794	sister
boyfriend	1706	6.14	1.4144	--	3240	boyfriend
protein	1707	6.14	1.0104	5588	--	protein
sesuai	1708	6.14	1.0692	1087	1429	appropriate
memberiku	1709	6.14	0.9478	1431	--	gave
miliki	1710	6.14	1.0104	929	2001	have
menampilkan	1711	6.14	0.9260	4882	--	show
mendengarmu	1712	6.14	0.9899	2232	--	hear
handphone	1713	6.14	1.1430	--	5159	mobile
membersihkannya	1714	6.14	0.9691	5779	--	clean
utuh	1715	6.14	1.1250	4473	--	intact
mengobrol	1716	6.14	0.8084	4309	--	chat
temannya	1717	6.14	0.8574	1761	--	his
komunikasi	1718	6.14	1.0304	2048	5514	communication
kamera	1719	6.14	1.1430	770	2484	camera
galaksi	1720	6.14	1.3250	2363	--	galaxy
nambah	1721	6.14	0.9260	--	2224	add
koleksi	1722	6.14	1.2618	4266	--	collection
mendengar	1723	6.14	0.9899	245	2996	hear
anniv	1724	6.14	1.4287	--	1514	anniv
duren	1725	6.14	1.3704	--	2061	duren
max	1726	6.14	1.2779	808	--	max
boneka	1727	6.14	1.1608	2378	2422	doll
mam	1728	6.14	1.5520	5612	2997	mam
informasi	1729	6.14	1.1430	788	4693	information
gula	1730	6.14	1.0304	2012	4292	sugar
datanglah	1731	6.14	1.0882	2032	--	came
milikku	1732	6.14	1.0104	969	5754	mine
remaja	1733	6.14	1.1430	2743	3339	adolescent
ayok	1734	6.14	1.2938	--	2531	ayok
ilmuwan	1735	6.14	1.0500	1810	--	Scientists
diajak	1736	6.14	0.9691	5797	1559	invited
berjanji	1737	6.14	1.1068	749	5390	promise
sepupu	1738	6.14	1.2456	2876	4840	cousin
solat	1739	6.14	1.9379	--	1933	prayer
putera	1740	6.14	1.2124	5856	--	son
reda	1741	6.14	1.2456	--	5282	subside
menelepon	1742	6.14	1.1250	615	--	call
pendekar	1743	6.14	1.0692	6246	--	warriors
memberikan	1744	6.14	1.0304	295	1209	provide
sekolah	1745	6.14	1.4848	326	289	school
besarnya	1746	6.14	1.2618	4989	--	magnitude
lengkapnya	1747	6.14	1.1068	745	--	The full
kunjungi	1748	6.14	1.1250	4880	4014	visit
menambah	1749	6.14	0.9478	3564	5968	add
kasur	1750	6.14	1.1954	5335	2961	mattress
gagasan	1751	6.14	1.0304	2866	--	idea
sepeda	1752	6.14	1.1608	2455	2659	bicycle
membesarkan	1753	6.12	1.0812	4510	--	raise
mainkan	1754	6.12	1.0428	2867	--	play
show	1755	6.12	1.0029	4092	1690	show
tawaran	1756	6.12	0.9823	2535	--	bid
menerbangkan	1757	6.12	0.9179	4907	--	fly
keamanan	1758	6.12	1.5070	806	--	security
merindukannya	1759	6.12	1.9128	4465	--	miss
bandung	1760	6.12	1.2061	--	734	duo
kopi	1761	6.12	1.3944	843	1438	coffee
beethoven	1762	6.12	1.1891	2928	--	Beethoven
payudara	1763	6.12	1.3346	3142	--	breast
astronot	1764	6.12	1.2061	5587	--	astronaut
follower	1765	6.12	1.2229	--	3665	follower
kuberikan	1766	6.12	1.1891	2886	--	I gave
resmi	1767	6.12	1.0622	1565	2461	official
menyala	1768	6.12	1.1364	2162	--	light
fasilitas	1769	6.12	1.1183	2986	--	facilities
kerajaan	1770	6.12	1.0999	1131	--	kingdom
pop	1771	6.12	1.0999	2314	3803	pop
selera	1772	6.12	1.0428	3863	--	taste
laki-laki	1773	6.12	1.1183	--	4784	man
sodara	1774	6.12	1.4090	--	2156	Sodara
paspor	1775	6.12	1.1891	5451	--	passport
teater	1776	6.12	1.1364	5046	--	theater
iyaa	1777	6.12	1.0428	--	308	iyaa
puisi	1778	6.12	1.2720	2914	6143	poetry
berpakaian	1779	6.12	1.1542	1781	--	dress
yang	1780	6.12	1.4090	3	7	which
membelikan	1781	6.12	1.0029	5930	--	buy
merawatnya	1782	6.12	1.0999	4981	--	care
erat	1783	6.12	1.0999	4139	--	close
istrimu	1784	6.12	1.1364	1785	--	wife
tv	1785	6.12	1.2061	855	563	television
niat	1786	6.12	1.0428	4749	1378	intention
singapore	1787	6.12	1.2395	--	5267	singapore
telur	1788	6.12	1.2720	1299	6015	eggs
australia	1789	6.12	1.3037	3135	5252	australia
mengingat	1790	6.12	1.0999	1209	3783	remember
world	1791	6.12	1.1718	2720	982	world
kita	1792	6.12	1.1183	13	35	we
diaktifkan	1793	6.12	1.1542	4358	--	activated
wah	1794	6.12	0.9613	1089	311	wow
baso	1795	6.12	1.4518	--	5258	meatball
snow	1796	6.12	1.3192	4589	--	snow
jiwaku	1797	6.12	1.3498	4030	--	my soul
kuda	1798	6.12	1.3192	716	3788	horse
gbu	1799	6.12	1.5338	--	1792	gbu
open	1800	6.12	1.1542	--	2304	open
menginginkannya	1801	6.12	1.1891	1952	--	want it
candy	1802	6.12	1.2395	6047	--	candy
menonton	1803	6.12	1.0999	734	--	watch
kenal	1804	6.12	0.8722	598	366	know
berbincang	1805	6.12	1.0029	6060	--	talking
malming	1806	6.12	1.7337	--	2410	malming
cepat	1807	6.12	1.1891	128	808	fast
sentuh	1808	6.12	1.0428	1336	--	touch
sun	1809	6.12	1.2229	4222	3650	sun
poin	1810	6.12	0.9398	2273	3384	points
mudik	1811	6.12	1.2720	--	5778	homecoming
learn	1812	6.12	1.1718	--	4585	learn
mengatasinya	1813	6.12	1.0999	2448	--	overcome
mampir	1814	6.10	1.0926	2931	2681	stop by
wonder	1815	6.10	1.2817	--	4504	wonder
kakaknya	1816	6.10	1.0926	5461	6144	brother
seks	1817	6.10	1.6933	1059	4586	sex
ciyeee	1818	6.10	1.6194	--	3900	ciyeee
gaya	1819	6.10	1.0546	2020	764	style
kudapat	1820	6.10	1.0152	6241	--	I got
organik	1821	6.10	1.2976	5311	--	organic
mandii	1822	6.10	1.1995	--	6220	Mandii
silakan	1823	6.10	1.0152	376	6154	please
berkemah	1824	6.10	1.3132	5778	--	camping
segera	1825	6.10	1.0926	250	1442	immediately
okedeh	1826	6.10	1.5551	--	5160	okedeh
juragan	1827	6.10	1.4178	6186	--	skipper
prancis	1828	6.10	1.0546	2136	--	French
mengenalnya	1829	6.10	1.0351	2560	--	know
join	1830	6.10	1.3286	--	2743	join
einstein	1831	6.10	1.1650	3462	--	einstein
pemahaman	1832	6.10	1.1824	5557	--	comprehension
proyek	1833	6.10	1.2164	2052	6054	project
waras	1834	6.10	1.3286	--	3862	healthy
diselesaikan	1835	6.10	1.0926	4107	--	be solved
menanam	1836	6.10	1.0738	5276	--	plant
pohon	1837	6.10	1.3740	787	1992	tree
bagusan	1838	6.10	1.2817	--	6038	bagusan
kehadiran	1839	6.10	0.9949	4100	--	presence
bisaa	1840	6.10	1.3286	--	3226	bisaa
klasik	1841	6.10	0.9949	3339	--	classical
nobar	1842	6.10	1.4604	--	5988	nobar
teddy	1843	6.10	1.4033	3602	--	teddy
segalanya	1844	6.10	1.1650	538	1849	everything
fav	1845	6.10	1.3132	--	3870	fav
team	1846	6.10	1.0926	4442	3047	team
vatikan	1847	6.10	1.4880	3950	--	Vatican
most	1848	6.10	1.2164	--	2294	most
idenya	1849	6.10	1.0351	5919	--	idea
tamu	1850	6.10	1.0546	1127	3875	guest
ditandatangani	1851	6.10	1.0546	5954	--	be signed
anyar	1852	6.10	1.1112	--	5386	Newer
pastinya	1853	6.10	0.8391	2705	2760	certainly
barcelona	1854	6.10	1.2330	--	1335	barcelona
kepastian	1855	6.10	1.2657	--	5665	certainty
terbiasa	1856	6.10	0.9313	2240	5375	used
ktemu	1857	6.10	1.0546	--	2373	ktemu
always	1858	6.10	1.1112	--	604	always
mengajar	1859	6.10	1.0926	1808	--	teach
kece	1860	6.10	1.4321	--	1224	cross-eyed
high	1861	6.10	1.2330	6023	2664	high
kemampuanmu	1862	6.08	0.9864	4489	--	ability
album	1863	6.08	1.0850	5240	1226	album
minum	1864	6.08	1.0270	341	689	drink
fix	1865	6.08	1.2428	--	4425	fix
jiwa	1866	6.08	1.0850	1045	1428	soul
beliau	1867	6.08	1.2095	2732	5124	he
jus	1868	6.08	1.2752	3104	4617	juice
big	1869	6.08	1.0850	1446	1084	big
memenuhi	1870	6.08	0.9864	1734	--	meet
sarankan	1871	6.08	1.0660	2742	--	recommend
gunung	1872	6.08	1.1578	1102	1816	mountain
beras	1873	6.08	1.0660	4606	5934	rice
lagunya	1874	6.08	1.0270	--	1229	song
meneleponku	1875	6.08	1.0069	6166	--	call
konsentrasi	1876	6.08	1.2591	3439	--	concentration
band	1877	6.08	1.3377	1818	1011	band
ciee	1878	6.08	1.6517	--	1031	ciee
email	1879	6.08	1.2752	643	2551	email
kombinasi	1880	6.08	1.0660	3702	--	combination
pesawat	1881	6.08	1.1036	424	2621	plane
rock	1882	6.08	1.3529	1879	2412	rock
menggoda	1883	6.08	1.3827	3444	--	tease
ponsel	1884	6.08	1.1220	2288	4143	mobile phone
shanghai	1885	6.08	1.1925	4497	--	shanghai
seratus	1886	6.08	1.3377	2625	--	hundred
desember	1887	6.08	1.2095	4508	840	December
sabar	1888	6.08	1.7004	1964	209	patient
cerita	1889	6.08	0.9864	441	741	story
voucher	1890	6.08	1.1753	--	2814	vouchers
btul	1891	6.08	1.0850	--	4780	btul
jabatan	1892	6.08	1.1925	6017	--	position
tempe	1893	6.08	1.2591	--	5579	tempe
з´⌣`ε	1894	6.08	1.6762	--	3136	з '⌣ `ε
izinkan	1895	6.08	1.2911	2693	6177	let
pemuda	1896	6.08	1.1036	2641	6191	youth
menetap	1897	6.08	0.9864	4761	--	settle
dijaga	1898	6.08	1.1400	5712	--	be guarded
pertamaku	1899	6.08	1.0069	3909	--	first
akal	1900	6.08	1.2095	839	5102	reason
waw	1901	6.08	1.4686	--	1997	waw
menjaganya	1902	6.08	1.1578	3262	--	keeping
nasihat	1903	6.08	1.2262	4204	--	advice
beraksi	1904	6.08	1.3068	3879	--	action
memberitahu	1905	6.08	1.1400	377	--	inform
k-pop	1906	6.08	1.3679	--	5807	k-pop
gambar	1907	6.08	1.1220	664	2258	image
sederhana	1908	6.08	0.9223	1130	2085	simple
belajarlah	1909	6.08	1.1220	--	4462	learn
gmorning	1910	6.08	1.5097	--	4303	gmorning
anjingku	1911	6.08	1.4405	5705	--	dog
menemuiku	1912	6.08	1.2428	4879	--	see
moral	1913	6.08	1.3068	3226	--	moral
apartemen	1914	6.08	1.0270	1538	--	apartment
untukku	1915	6.08	0.8769	571	3030	me
lya	1916	6.08	1.1753	4447	--	lya
pagi2	1917	6.08	1.1578	--	1769	pagi2
paman	1918	6.06	1.0956	690	--	uncle
menaklukkan	1919	6.06	1.2683	5224	--	conquer
bulan	1920	6.06	1.0956	293	509	month
studi	1921	6.06	1.0956	5162	--	studies
akhirnya	1922	6.06	1.2357	382	524	finally
menggambar	1923	6.06	1.2357	3673	--	draw
gmail	1924	6.06	1.1141	719	--	gmail
mau	1925	6.06	0.9775	71	18	want
smuanya	1926	6.06	1.2022	--	3882	smuanya
nasional	1927	6.06	1.1502	1715	3066	national
museum	1928	6.06	1.0956	2851	--	museum
tubuhku	1929	6.06	1.0184	3051	--	my body
presiden	1930	6.06	1.4344	623	1894	president
give	1931	6.06	1.0382	--	1293	give
dada	1932	6.06	0.9982	2385	2565	chest
paus	1933	6.06	1.3463	1219	--	pope
elektronik	1934	6.06	1.2191	5590	--	electronic
yangg	1935	6.06	1.5174	--	5555	yangg
maen	1936	6.06	1.2022	--	293	maen
sepenuhnya	1937	6.06	0.9564	1450	--	fully
membuatkan	1938	6.06	0.9775	5597	--	made
bercerita	1939	6.06	0.7669	2623	--	tell
akbar	1940	6.06	1.1502	--	5334	akbar
membawamu	1941	6.06	0.8901	1223	--	take
menemui	1942	6.06	0.9775	1279	--	meet
galaxy	1943	6.06	1.2022	--	3003	galaxy
spanyol	1944	6.06	1.3614	1597	5553	Spain
mendirikan	1945	6.06	1.1323	5245	--	establish
sydney	1946	6.06	1.0956	4290	--	sydney
balet	1947	6.06	1.1678	4867	--	ballet
kesan	1948	6.06	1.0184	4550	--	impression
muat	1949	6.06	1.1323	5021	6226	fit
naiklah	1950	6.06	0.9775	4353	--	hop
pertemuan	1951	6.06	0.9775	1017	4606	meeting
berpegangan	1952	6.06	1.2521	5058	--	hold on
persetujuan	1953	6.06	1.2521	4234	--	approval
aktifkan	1954	6.06	1.1678	5282	--	switch
melukis	1955	6.06	1.1141	4464	--	paint
berpengaruh	1956	6.06	0.9982	5305	--	influential
mimpiin	1957	6.06	1.2191	--	3714	mimpiin
terdaftar	1958	6.06	1.1678	4740	--	registered
california	1959	6.06	1.5440	2621	--	california
visit	1960	6.06	0.8668	--	965	visit
yoi	1961	6.06	1.6710	--	2040	yoi
kid	1962	6.06	1.0768	3302	--	kid
pantas	1963	6.06	1.1141	996	2044	appropriate
penglihatan	1964	6.06	1.0577	4341	--	vision
dibuka	1965	6.06	0.8668	2935	2981	open
barbie	1966	6.06	1.0382	--	3897	Barbie
elvis	1967	6.06	1.4201	5752	--	elvis
trending	1968	6.06	1.0184	--	5010	Trending
bersabar	1969	6.06	1.4057	--	4932	be patient
keuangan	1970	6.06	1.1502	4005	--	finance
yeay	1971	6.06	1.5440	--	5381	yeay
kantorku	1972	6.04	1.3242	4825	--	office
mempercepat	1973	6.04	0.9026	5880	--	accelerate
temenin	1974	6.04	1.1241	--	2116	temenin
skotlandia	1975	6.04	1.2115	5972	--	Scotland
teruskan	1976	6.04	1.0872	1466	--	continue
action	1977	6.04	1.0872	5003	--	action
evolusi	1978	6.04	1.0490	4314	--	evolution
pramuka	1979	6.04	1.3845	3709	--	scout
melanjutkan	1980	6.04	0.9249	1542	--	continue
pengen	1981	6.04	1.2771	5027	96	want
fan	1982	6.04	0.9026	--	2167	fan
wahhh	1983	6.04	1.2930	--	5259	wahhh
bibi	1984	6.04	0.9026	1713	--	aunt
alumni	1985	6.04	1.0093	--	4682	Alumni
menemuinya	1986	6.04	0.9681	2725	--	see
berisi	1987	6.04	1.1421	2778	--	contain
uangnya	1988	6.04	1.1599	1259	6100	money
temennya	1989	6.04	1.1599	--	3023	his friends
menyarankan	1990	6.04	0.9026	2650	--	suggest
message	1991	6.04	0.9026	--	4045	message
tenaga	1992	6.04	1.0294	1719	4795	power
invite	1993	6.04	0.7273	--	1711	invite
persiapan	1994	6.04	1.0683	3832	3667	preparation
wajahnya	1995	6.04	0.9467	1780	--	face
vegetarian	1996	6.04	1.1599	5254	--	vegetarian
ya	1997	6.04	0.9249	26	6	yes
งˆ▽ˆง	1998	6.04	1.5248	--	2454	ง ▽ ง
astronomi	1999	6.04	1.2282	4562	--	astronomy
memahaminya	2000	6.04	0.9889	5160	--	understand
insinyur	2001	6.04	1.2115	4040	--	engineer
jakarta	2002	6.04	1.4422	--	539	jakarta
mari	2003	6.04	1.0872	141	845	let
hp	2004	6.04	1.0490	5905	333	hp
mempersiapkan	2005	6.04	1.1599	2491	--	prepare
hatinya	2006	6.04	1.0490	2709	1318	heart
penawaran	2007	6.04	0.9467	4200	--	offer
bantal	2008	6.04	1.2610	5298	4361	pillow
dapet	2009	6.04	1.1241	--	498	get a
lelaki	2010	6.04	1.2115	977	2178	man
info	2011	6.04	1.0872	4670	597	information
semesta	2012	6.04	1.3845	1629	--	universal
yakinkan	2013	6.04	1.1945	5942	--	assure
saudaramu	2014	6.04	1.0872	2348	--	brother
teh	2015	6.04	1.3395	1328	369	tea
nyala	2016	6.04	0.8797	--	4760	flame
semangka	2017	6.04	1.2771	--	4250	watermelon
photos	2018	6.04	1.1599	--	5201	photos
khusus	2019	6.04	1.0872	815	2233	special
kuliah	2020	6.04	1.1599	1855	512	lecture
masak	2021	6.04	1.0683	3189	993	ripe
sepatu	2022	6.04	1.1599	912	1967	shoe
futsal	2023	6.04	1.0683	--	1198	futsal
heee	2024	6.04	1.6283	--	5842	heee
anakmu	2025	6.04	1.4280	1061	--	son
tambahan	2026	6.04	1.0872	1705	5304	additional
translated	2027	6.04	1.0683	5171	--	translated
istrinya	2028	6.04	1.2282	1869	--	his wife
bangeet	2029	6.04	1.3696	--	4194	bangeet
project	2030	6.02	1.3013	--	4735	project
mengetahui	2031	6.02	0.8687	700	3613	know
penulis	2032	6.02	1.2204	2233	--	author
apartemennya	2033	6.02	1.1337	5862	--	apartment
#sepakbola	2034	6.02	1.5318	--	3559	# Football
semudah	2035	6.02	1.0398	4683	--	easy
kripik	2036	6.02	1.1516	--	5179	chips
pertamamu	2037	6.02	0.8919	4491	--	Your first
foto2	2038	6.02	1.2856	--	5910	foto2
pacarnya	2039	6.02	1.3476	3829	1454	girlfriend
chef	2040	6.02	1.1516	4712	--	chef
beb	2041	6.02	1.5583	--	812	beb
lautan	2042	6.02	1.2204	2112	--	ocean
camera	2043	6.02	1.1156	--	4848	camera
diinginkan	2044	6.02	1.3013	3201	--	desired
buku	2045	6.02	1.2370	347	866	book
grant	2046	6.02	1.3013	2790	--	grant
tentangku	2047	6.02	1.0200	4041	--	about me
gereja	2048	6.02	1.9324	1065	2619	church
messi	2049	6.02	1.8238	--	2546	messi
total	2050	6.02	1.2370	2401	2851	total
tobat	2051	6.02	1.9005	--	4151	repentance
newly	2052	6.02	1.2856	--	1305	Newly
buy	2053	6.02	0.9581	--	4185	buy
my	2054	6.02	1.3626	637	70	my
produk	2055	6.02	1.2036	4108	3604	product
kuingat	2056	6.02	1.0593	5432	--	I remember
temanmu	2057	6.02	1.0784	971	--	friends
dibesarkan	2058	6.02	0.9366	3274	--	raised
yuk	2059	6.02	0.8919	--	261	go ahead
prepare	2060	6.02	0.9792	--	3111	prepare
kontes	2061	6.02	1.2856	5857	5493	contest
mengorbit	2062	6.02	0.9998	5592	--	orbit
simpan	2063	6.02	0.9998	1358	5852	save
ayahnya	2064	6.02	1.3626	945	--	his father
menyampaikan	2065	6.02	1.0398	3559	--	convey
berkonsentrasi	2066	6.02	1.2204	5048	--	concentrate
pas	2067	6.02	1.1156	2964	212	fit
mendarat	2068	6.02	1.2856	1448	--	landed
batman	2069	6.02	1.0784	3694	--	Batman
football	2070	6.02	1.1516	4714	4277	football
global	2071	6.02	0.9998	3503	3362	global
terhubung	2072	6.02	0.9366	2811	--	connected
membela	2073	6.02	1.3169	3231	--	defend
memulai	2074	6.02	0.7420	773	3465	start
kanada	2075	6.02	1.2036	4264	--	Canada
aktivitas	2076	6.02	0.9366	4566	4331	activity
much	2077	6.02	1.1156	--	881	much
manusia	2078	6.02	1.1516	251	576	human
audio	2079	6.02	1.1692	--	5490	audio
datang	2080	6.02	0.9366	64	492	come
babe	2081	6.02	1.1337	4493	5305	babe
coming	2082	6.02	1.0398	--	2623	coming
broo	2083	6.02	1.2534	--	3150	broo
sungguhan	2084	6.02	0.9792	3199	--	real
diberikan	2085	6.02	0.8449	1322	4492	be given
gaun	2086	6.02	1.3013	2246	--	dress
menginap	2087	6.02	1.0200	3018	--	stay
januari	2088	6.02	1.2370	5339	1300	January
milik	2089	6.02	1.2204	833	1991	property
bobok	2090	6.02	1.4213	--	3144	sleep
everybody	2091	6.02	1.1516	--	3203	everybody
minumlah	2092	6.02	0.9366	4344	--	Drink
perusahaan	2093	6.02	1.1516	633	4714	company
prinsip	2094	6.02	0.9366	4343	5189	principle
very	2095	6.02	1.0971	--	1270	very
kisah	2096	6.02	1.0784	1404	2068	story
mempelajari	2097	6.02	1.0200	2185	--	study
pie	2098	6.02	1.3169	5786	2340	pie
gambaran	2099	6.02	1.0784	4071	--	picture
deket	2100	6.02	1.2370	--	1025	deket
setinggi	2101	6.02	1.0200	5520	--	as high as
menemukanku	2102	6.02	0.9998	4628	--	find me
mengusulkan	2103	6.02	0.9792	5955	--	propose
sup	2104	6.02	1.1865	2814	--	soup
kabarmu	2105	6.02	1.0398	978	--	are you
tos	2106	6.02	1.2696	--	4654	toast
opera	2107	6.00	1.1249	6129	--	opera
white	2108	6.00	1.1429	2118	2793	white
wkwkrt	2109	6.00	1.8844	--	1159	wkwkrt
yayaya	2110	6.00	1.3401	--	3849	yayaya
hijau	2111	6.00	0.9476	1208	4427	green
dapatkan	2112	6.00	1.0102	282	2445	get
tman	2113	6.00	1.4428	--	5901	tman
sentuhan	2114	6.00	1.2289	3733	--	touch
design	2115	6.00	1.3093	--	5401	design
kedatangan	2116	6.00	1.0102	2692	--	arrival
pcr	2117	6.00	1.5119	--	1953	PCR
pasti	2118	6.00	1.1066	176	127	certainly
phone	2119	6.00	1.1780	--	2698	phone
mengandung	2120	6.00	1.3401	4451	5748	contain
khas	2121	6.00	1.0302	5055	4913	typical
jumatan	2122	6.00	1.5908	--	4975	jumatan
everything	2123	6.00	1.1429	--	1205	everything
berkuda	2124	6.00	1.0690	5344	--	mounted
menyalakan	2125	6.00	1.0498	2993	--	kindle
mata	2126	6.00	1.2778	333	278	eye
beneran	2127	6.00	0.9689	5876	871	real
berencana	2128	6.00	0.9035	2387	--	planned
saudaranya	2129	6.00	0.8806	3819	--	brother
bersihkan	2130	6.00	1.3851	2208	--	remove
[like	2131	6.00	1.5253	--	529	[Like
hdup	2132	6.00	1.6288	--	4902	hdup
menyentuh	2133	6.00	1.0498	1119	--	touch
saya	2134	6.00	1.1952	15	89	I
pandangan	2135	6.00	1.1429	1885	5387	view
manager	2136	6.00	1.3093	--	6245	manager
kuyakin	2137	6.00	1.1606	5945	--	I'm sure
twitteran	2138	6.00	1.1606	--	1600	twitter
kuinginkan	2139	6.00	1.1249	3593	--	I want
sains	2140	6.00	1.1429	3944	--	science
diingat	2141	6.00	1.0690	4980	--	remember
bogor	2142	6.00	1.2936	--	1947	bogor
pertahankan	2143	6.00	1.2617	4273	--	maintain
know	2144	6.00	0.9897	1521	516	know
united	2145	6.00	1.1066	--	1568	united
menjawab	2146	6.00	0.9258	1142	4706	answer
tomat	2147	6.00	0.9897	3974	--	tomatoes
mendekat	2148	6.00	1.1249	1911	--	approach
kesamaan	2149	6.00	0.9897	5851	--	similarity
tentu	2150	6.00	1.0880	146	1505	certain
created	2151	6.00	1.0102	5087	--	created
nyata	2152	6.00	1.0498	506	2048	real
pekerjaanku	2153	6.00	1.1249	2548	--	job
sofa	2154	6.00	1.1249	3599	--	sofa
respon	2155	6.00	0.9897	4849	6019	response
membuka	2156	6.00	0.9476	717	2908	open
pengaman	2157	6.00	1.2454	3742	--	safety
sebaik	2158	6.00	1.0880	4208	--	as good as
selimut	2159	6.00	1.1952	3555	4596	blankets
adek	2160	6.00	1.0302	--	626	Adek
nyapa	2161	6.00	1.0690	--	3552	hello
muslim	2162	6.00	2.2039	4111	2607	Muslim
picture	2163	6.00	1.1780	--	5679	picture
chicago	2164	5.98	1.2534	2902	--	chicago
already	2165	5.98	1.0593	--	3884	already
perkemahan	2166	5.98	0.9998	5789	--	camp
terjemahan	2167	5.98	1.0200	5733	--	translation
