Word	HappRank	Havg	StDev	Gweb_Rank	TwitterRank	Gbook_Rank	translation
sammlung	2278	5.94	0.9564	3035	4780	1803	collection
kidding	2279	5.94	1.3157	--	5143	--	kidding
reden	2280	5.94	1.0382	2891	1223	1075	talk
classic	2281	5.94	1.1502	2000	2880	--	classic
heidelberg	2282	5.94	1.7072	2132	3836	2623	heidelberg
vorstellungen	2283	5.94	0.8668	4575	--	817	notions
ausstattung	2284	5.94	0.9348	1911	--	--	equipment
professoren	2285	5.94	1.2022	--	--	4744	professors
football	2286	5.94	1.6464	--	4132	--	football
me	2287	5.94	1.2191	961	38	2257	me
charakteristisch	2288	5.94	1.0382	--	--	3635	characteristic
really	2289	5.94	1.1678	--	225	--	really
klassische	2290	5.94	1.3311	3649	--	3982	classical
paar	2291	5.94	0.9982	737	467	1551	few
talking	2292	5.94	1.4201	--	1646	--	talking
ansprechpartner	2293	5.94	1.1141	1476	--	--	contact person
bmw	2294	5.94	1.5960	950	1664	--	bmw
veröffentlichung	2295	5.94	1.2521	2807	--	3340	release
clothes	2296	5.94	1.2191	--	4599	--	clothes
airlines	2297	5.94	1.2022	4560	--	--	airlines
wichtiger	2298	5.94	0.8901	2959	4283	1939	important
fahrzeuge	2299	5.94	1.0184	1791	--	--	rolling stock
sponsored	2300	5.94	1.4344	4292	--	--	sponsored
bestellung	2301	5.94	0.9982	1037	--	--	appointment
glauben	2302	5.94	1.6088	2572	1895	586	believe
verantwortung	2303	5.94	1.3911	2185	--	1416	responsible
halloween	2304	5.94	1.7427	4161	--	--	halloween
zwanzig	2305	5.94	1.3311	--	--	3866	twenty
neubau	2306	5.94	1.1323	4584	--	--	new construction
planen	2307	5.94	1.0768	2376	4460	--	plan
aktuelles	2308	5.94	0.9348	589	2610	--	current
weltanschauung	2309	5.94	1.2683	--	--	3451	philosophy of life
media	2310	5.94	1.3911	686	709	--	media
mistletoe	2311	5.94	1.5308	--	3241	--	mistletoe
awake	2312	5.94	1.2357	--	4402	--	awake
gegründet	2313	5.94	0.9348	3236	--	2321	founded
lübeck	2314	5.94	1.4486	2667	4698	--	Lübeck
tonight	2315	5.94	1.0577	--	901	--	tonight
wichtigen	2316	5.94	1.1323	3095	--	1582	important
playlist	2317	5.94	1.2521	3869	--	--	playlist
president	2318	5.94	1.2022	--	3901	--	president
aktuelle	2319	5.94	0.9127	354	1445	3935	current
effekt	2320	5.94	0.8184	--	--	3595	effect
auswertung	2321	5.94	1.3001	4333	--	3765	evaluation
ermöglicht	2322	5.94	0.8901	1816	--	1823	allows
entwickelten	2323	5.94	0.9982	--	--	2353	developed
einfach	2324	5.94	0.9982	200	149	679	simply
käuferschutz	2325	5.94	1.5308	3405	--	--	buyers protection
aufbau	2326	5.94	0.9348	1822	--	1224	structure
#radio	2327	5.92	1.1925	--	1939	--	# Radio
magazine	2328	5.92	1.1925	3565	3656	--	magazine
leistungen	2329	5.92	1.1220	794	--	1083	services
preview	2330	5.92	1.4546	5080	4829	--	preview
recht	2331	5.92	1.2752	364	695	154	right
gültig	2332	5.92	1.0660	4200	4396	--	valid
berufe	2333	5.92	0.9223	2615	--	--	occupations
hirn	2334	5.92	1.3827	--	5136	--	brain
records	2335	5.92	1.4686	4707	--	--	records
vorschlag	2336	5.92	1.1036	4303	--	1792	suggestion
bestellen	2337	5.92	0.9864	467	1530	--	Order
kaufen	2338	5.92	1.0660	280	358	4986	purchase
ton	2339	5.92	0.9864	3445	3802	1981	ton
medien	2340	5.92	1.1578	573	2371	2133	media
ergänzen	2341	5.92	0.9223	--	--	4590	complete
kontaktieren	2342	5.92	0.8769	2013	--	--	Contact
join	2343	5.92	1.2095	--	1383	--	join
continue	2344	5.92	0.9223	--	3117	--	continue
erwÜnscht	2345	5.92	1.6393	--	1073	--	welcome
männern	2346	5.92	1.4119	--	--	2384	men
british	2347	5.92	1.2095	--	4037	--	british
gunsten	2348	5.92	1.2752	--	--	4626	favor
klingt	2349	5.92	0.8533	4703	1349	--	sounds
aktueller	2350	5.92	0.9223	3791	--	--	current
dich	2351	5.92	0.9655	370	118	1212	you
anziehen	2352	5.92	0.8999	--	4964	--	attract
landwirtschaft	2353	5.92	1.0270	2454	--	1446	agriculture
websites	2354	5.92	1.3223	2571	--	--	websites
bookmarks	2355	5.92	1.3529	1959	--	--	bookmarks
genre	2356	5.92	1.1578	3476	--	--	genre
hören	2357	5.92	1.3068	1853	976	1676	hear
bildschirm	2358	5.92	1.0467	5143	--	--	screen
done	2359	5.92	1.0850	--	950	--	done
springen	2360	5.92	0.9223	598	--	--	jump
felix	2361	5.92	1.0850	4121	--	--	felix
orden	2362	5.92	1.2262	--	--	4812	orden
#online	2363	5.92	1.4405	--	4323	--	# Online
erbe	2364	5.92	1.5097	--	--	3903	inheritance
basel	2365	5.92	1.1400	1826	2345	2444	basel
wlan	2366	5.92	1.6517	2387	2864	--	wlan
genaue	2367	5.92	1.0850	4731	--	2726	exact
everyone	2368	5.92	1.2262	--	473	--	everyone
fühlte	2369	5.92	0.9223	--	--	3113	felt
malta	2370	5.92	1.1753	4294	--	--	malta
besitz	2371	5.92	1.2262	--	--	1399	ownership
ufer	2372	5.92	0.9442	--	--	4304	shore
our	2373	5.92	1.1925	2772	349	4194	our
#porsche	2374	5.92	1.9675	--	4459	--	# Porsche
morgen	2375	5.92	0.8999	1218	109	1543	tomorrow
japan	2376	5.92	1.2591	1172	1356	2397	japan
wohnort	2377	5.92	0.9864	1292	--	--	place of residence
viel	2378	5.92	0.9655	263	152	200	much
vielen	2379	5.92	1.2591	501	595	430	many
holz	2380	5.92	1.1925	1674	2398	2938	wood
society	2381	5.92	1.2428	--	--	3575	society
größerer	2382	5.92	1.0660	--	--	3221	more
gründen	2383	5.92	1.1036	1769	2873	812	found
vinyl	2384	5.92	1.4263	5000	--	--	vinyl
info	2385	5.92	1.1036	207	1340	--	info
zeit	2386	5.92	1.2095	154	214	89	time
mehrheit	2387	5.92	1.2911	--	4353	1481	majority
reflexion	2388	5.92	1.0069	--	--	2415	reflection
wörterbuch	2389	5.92	1.0850	2194	--	--	dictionary
wagner	2390	5.92	1.4686	3903	--	3068	wagner
maximal	2391	5.92	1.2428	2854	--	--	maximum
hof	2392	5.92	1.1925	2451	4773	2168	hof
anna	2393	5.92	1.4546	2322	3195	4113	anna
bauen	2394	5.92	1.0467	1402	2690	3900	build
aufrecht	2395	5.92	0.9655	--	--	4465	upright
very	2396	5.92	1.3223	--	401	--	very
royal	2397	5.92	1.2591	4003	--	--	royal
planung	2398	5.92	0.9655	1743	5092	2055	planning
england	2399	5.92	1.3679	2585	2232	656	england
oben	2400	5.92	0.9223	180	1808	348	Top
grosser	2401	5.92	1.2095	--	--	3577	large
öffnet	2402	5.92	1.1036	3866	4141	--	opens
oki	2403	5.92	1.3974	--	4358	--	oki
auswählen	2404	5.92	0.9655	962	--	--	select
learn	2405	5.92	1.4546	--	2050	--	learn
ergänzt	2406	5.90	0.9530	4995	--	3347	supplemented
final	2407	5.90	1.3439	4538	2071	--	final
erziehung	2408	5.90	1.2495	3149	--	1091	education
tempel	2409	5.90	1.1294	--	--	4617	Temple
watching	2410	5.90	0.9949	--	638	--	watching
organismus	2411	5.90	0.9530	--	--	2368	organism
gewiss	2412	5.90	0.9530	--	--	3974	certainly
meet	2413	5.90	1.0738	--	1024	--	meet
wahrnehmung	2414	5.90	1.2495	--	--	1678	exercise
everywhere	2415	5.90	1.2330	--	4923	--	everywhere
aktualisieren	2416	5.90	1.0152	2520	--	--	update
mind	2417	5.90	1.0738	4056	1306	--	Mind
einfachen	2418	5.90	0.9313	4495	--	1752	simple
initiative	2419	5.90	1.2495	3328	--	2793	Initiative
aktuellen	2420	5.90	0.9949	927	2755	3265	current
sichern	2421	5.90	1.2164	2819	2389	2254	secure
veranstaltungskalender	2422	5.90	1.2657	3083	--	--	calendar of events
españa	2423	5.90	1.7409	3462	--	--	españa
größeres	2424	5.90	0.8864	3562	--	--	larger
weiterbildung	2425	5.90	1.0546	1577	5031	--	further education
dasein	2426	5.90	1.1294	--	--	1931	be there
ganzes	2427	5.90	1.1294	--	--	1914	whole
emily	2428	5.90	1.3132	--	3113	--	emily
vorschau	2429	5.90	0.7890	1760	--	--	preview
stillen	2430	5.90	1.1650	--	--	5041	silent
vorstellung	2431	5.90	1.0926	3473	--	725	notion
fundbüro	2432	5.90	1.0926	1270	--	--	lost property office
ganze	2433	5.90	0.9530	833	653	250	whole
empfohlene	2434	5.90	0.8144	4805	--	--	recommended
oberste	2435	5.90	0.9530	--	--	4611	top
ländlichen	2436	5.90	1.2976	--	--	4502	rural
zuschauer	2437	5.90	0.8864	4349	--	4599	audience
mission	2438	5.90	1.1473	--	2793	3184	mission
wissenschaftlicher	2439	5.90	1.2495	--	--	3167	scientific
lesezeichen	2440	5.90	1.0152	1610	--	--	bookmarks
chat	2441	5.90	1.1824	1227	1214	--	chat
hits	2442	5.90	1.0926	1882	3529	--	hits
e-mail-adresse	2443	5.90	1.0738	895	--	--	e-mail address
gaming	2444	5.90	1.7291	4794	--	--	gaming
titel	2445	5.90	0.9530	314	2435	1017	title
#stellenangebote	2446	5.90	1.2330	--	892	--	# Jobs
veränderung	2447	5.90	1.1473	3982	--	1161	change
shake	2448	5.90	0.9742	--	4262	--	shake
gewährleistung	2449	5.90	0.9742	4398	--	--	warranty
gelang	2450	5.90	1.0546	--	--	1826	managed
jahrhundert	2451	5.90	0.9742	2476	--	521	century
Übersicht	2452	5.90	1.1294	244	--	2985	Survey
you	2453	5.90	1.1824	492	11	3830	you
bon	2454	5.90	1.3286	--	4376	--	bon
entdeckt	2455	5.90	1.1473	4043	1925	3487	discovered
soziale	2456	5.90	1.2164	1905	3609	629	social
erwerben	2457	5.90	0.8144	3710	--	4397	purchase
männlich	2458	5.90	1.0546	4251	--	--	Male
jederzeit	2459	5.90	1.0738	1381	--	3557	any time
stayfriends	2460	5.90	1.3887	2152	--	--	stayfriends
fortsetzung	2461	5.90	1.0738	--	--	2559	continued
trend	2462	5.90	1.1824	3374	1064	--	trend
duo	2463	5.90	1.1112	2752	--	--	duo
Österreich	2464	5.90	1.3286	247	1802	804	Austria
darf	2465	5.90	0.8864	841	506	384	Do
einander	2466	5.90	1.0546	--	--	686	each other
ethische	2467	5.90	1.3286	--	--	5047	ethical
Öffentlichkeit	2468	5.90	1.2657	3952	--	1480	Public
various	2469	5.90	1.0351	3909	--	--	various
arbeitsteilung	2470	5.90	1.0926	--	--	5119	division of labor
rot	2471	5.90	0.8631	1340	1676	4024	red
receive	2472	5.90	1.0351	--	4844	--	receive
erkennt	2473	5.90	1.0738	5136	4688	2159	recognizes
singapur	2474	5.90	1.4604	3654	--	--	singapore
erwachsene	2475	5.90	1.2817	2551	--	--	adult
redaktion	2476	5.90	1.0926	579	--	4854	editorial
beine	2477	5.90	1.1650	--	2577	--	legs
erzeugung	2478	5.90	1.1294	--	--	3814	production
erfahrungsberichte	2479	5.90	1.2976	1239	--	--	testimonials
#hamburg	2480	5.90	1.5017	--	1540	--	# Hamburg
moment	2481	5.90	1.0926	2308	408	1186	Moment
gnade	2482	5.90	1.5940	--	--	3188	grace
oesterreich	2483	5.90	1.2164	--	--	4108	austria
deutscher	2484	5.90	1.2657	1082	2234	783	German
april	2485	5.90	1.1995	514	2887	665	april
körper	2486	5.90	1.3132	1672	2418	759	body
verfassen	2487	5.90	1.0351	1202	--	--	write
gehören	2488	5.90	1.0351	1062	3839	893	include
aktion	2489	5.90	0.9742	1897	1876	2713	action
geil	2490	5.90	1.8323	3102	375	--	horny
gruppe	2491	5.90	1.1650	644	2534	499	group
haare	2492	5.90	1.1995	3934	1265	--	hair
laune	2493	5.90	1.3590	--	1978	--	capricious
kombination	2494	5.90	1.0738	3010	--	3563	combination
read	2495	5.90	1.1294	--	574	--	read
teilnahme	2496	5.90	0.8864	2722	--	2582	participation
services	2497	5.90	1.1112	695	3814	--	services
tennis	2498	5.90	1.3439	3235	--	--	tennis
smartphone	2499	5.88	1.6243	--	1733	--	smartphone
konzepte	2500	5.88	0.9613	--	--	4623	concepts
türchen	2501	5.88	1.3192	--	913	--	türchen
junger	2502	5.88	1.4234	--	--	4132	young
verbündeten	2503	5.88	1.2395	--	--	3864	allied
laura	2504	5.88	1.4658	--	4482	--	laura
jahrhunderte	2505	5.88	1.1364	--	--	3472	centuries
understand	2506	5.88	1.2558	--	1722	--	understand
routenplaner	2507	5.88	1.3346	1157	--	--	route planner
kaufberatung	2508	5.88	1.1183	2255	--	--	kaufberatung
präsentiert	2509	5.88	0.7730	2248	3023	--	presented
more	2510	5.88	1.0999	788	190	2701	more
#kultur	2511	5.88	1.5338	--	3831	--	# Culture
heiß	2512	5.88	1.5338	--	2751	--	hotly
big	2513	5.88	1.0230	1824	403	--	big
bewahren	2514	5.88	1.1183	--	--	3956	protect
king	2515	5.88	1.7454	2554	1701	--	king
land	2516	5.88	0.9613	316	1027	379	country
erweitert	2517	5.88	0.8722	2736	--	2885	extended
bildstrecke	2518	5.88	0.9398	--	4763	--	image distance
contact	2519	5.88	0.9179	1569	--	--	contact
anwesenheit	2520	5.88	1.1891	--	--	4491	presence
münchen	2521	5.88	1.6492	277	496	476	munich
sendung	2522	5.88	0.9823	3202	2199	--	show
angeboten	2523	5.88	0.8722	1331	--	4519	offered
detaillierte	2524	5.88	1.0230	2561	--	--	detailed
münster	2525	5.88	1.4518	1583	3005	3275	minster
beginning	2526	5.88	1.5602	--	5070	--	beginning
stellenangebote	2527	5.88	1.3797	857	--	--	jobs
moralisch	2528	5.88	1.5070	--	--	4946	morally
bekommst	2529	5.88	0.9179	--	3216	--	get
angemessen	2530	5.88	0.9613	--	--	4231	reasonable
unterkünfte	2531	5.88	1.1718	2731	--	--	accommodation
testen	2532	5.88	0.7990	2127	2893	--	try out
fahrzeug	2533	5.88	1.3346	2473	--	--	vehicle
reduziert	2534	5.88	1.5205	3961	2419	3888	reduced
antiken	2535	5.88	1.4377	--	--	3872	ancient
adidas	2536	5.88	1.4090	3676	4725	--	adidas
bach	2537	5.88	1.2720	4916	--	--	bach
botschaft	2538	5.88	0.9398	--	--	3229	news
bauer	2539	5.88	1.1718	3426	4772	3158	bauer
wild	2540	5.88	1.3192	3852	2563	--	wild
local	2541	5.88	0.8953	4795	--	--	local
entstehen	2542	5.88	1.0622	2024	--	937	arise
global	2543	5.88	1.3498	2396	2791	--	globally
tutorial	2544	5.88	1.3649	--	3784	--	tutorial
aussehen	2545	5.88	1.0029	3111	2618	3802	appearance
ahnung	2546	5.88	0.9823	4389	1158	--	notion
figur	2547	5.88	1.1718	3248	--	1899	figure
zusammenfassung	2548	5.88	0.9398	3499	--	2619	Summary
verteilung	2549	5.88	0.8953	4682	--	1748	allocation
update	2550	5.88	1.2720	1166	824	--	update
sponsoren	2551	5.88	1.4234	4550	--	--	sponsors
handball	2552	5.88	1.3037	4603	--	--	handball
reaktion	2553	5.88	1.0812	5095	--	1629	response
empfiehlt	2554	5.88	1.0812	4657	3816	4800	recommends
entwickelte	2555	5.88	0.9398	--	--	2106	developed
ursprünglich	2556	5.88	0.8953	5129	--	1447	originally
organisiert	2557	5.88	1.1542	5049	--	4286	organized
bandname	2558	5.88	1.4090	--	4765	--	band name
lernt	2559	5.88	0.9613	--	4890	--	learn
gespielt	2560	5.88	1.2395	3101	2575	4127	played
verlängert	2561	5.88	1.0428	--	4707	--	extended
referenzen	2562	5.88	0.9179	1893	--	--	credentials
erhaltung	2563	5.88	1.0622	--	--	2073	preservation
innenstadt	2564	5.88	1.2395	4678	--	--	downtown
findet	2565	5.88	0.9613	658	818	350	finds
beide	2566	5.88	1.0230	1109	1596	358	both
erreichte	2567	5.88	0.9823	--	--	2821	reached
sphäre	2568	5.88	1.0029	--	--	3030	sphere
mythos	2569	5.88	1.2061	--	--	3692	myth
#angebot	2570	5.88	1.5338	--	3269	--	# Offer
überaus	2571	5.88	1.0999	--	--	3673	exceedingly
zulässig	2572	5.88	1.1718	5021	--	4403	allowed
beispiele	2573	5.86	0.9260	2183	--	1180	Examples
großen	2574	5.86	1.0692	707	1405	201	large
taschenbuch	2575	5.86	1.2938	4406	--	--	paperback
herkunft	2576	5.86	1.0692	2452	--	2423	background
veröffentlichungen	2577	5.86	1.2779	4631	--	3758	publications
mögliche	2578	5.86	0.9260	2835	--	1977	possible
rund	2579	5.86	0.9899	372	1410	1495	about
ausgestattet	2580	5.86	1.0692	3766	--	--	equipped
höheren	2581	5.86	0.8332	3180	--	941	higher
shows	2582	5.86	1.3554	--	2717	--	shows
kameras	2583	5.86	0.9899	3031	--	--	cameras
grundlage	2584	5.86	0.9478	2151	--	566	foundation
übersetzt	2585	5.86	1.0304	--	--	4316	translated
gesamtheit	2586	5.86	1.2938	--	--	2882	totality
definitely	2587	5.86	1.4287	--	4237	--	definitely
einkaufswagen	2588	5.86	1.3403	2861	--	--	einkaufswagen
facebook	2589	5.86	1.8737	1348	177	--	facebook
fülle	2590	5.86	1.2291	--	--	2082	wealth
teen	2591	5.86	1.1068	--	3422	--	teen
online-shop	2592	5.86	1.0882	3386	--	--	online shop
view	2593	5.86	1.0500	1268	3052	--	view
modell	2594	5.86	1.3704	1029	3462	1297	model
geschaffen	2595	5.86	1.3704	4499	--	1249	created
auktion	2596	5.86	1.1782	3489	--	--	auction
Übertragung	2597	5.86	1.0692	5036	--	3322	Communication
fahren	2598	5.86	1.2291	1414	1050	3776	move
aufgenommen	2599	5.86	0.8332	2354	--	1295	recorded
alles	2600	5.86	0.9899	158	133	175	everything
wohnt	2601	5.86	0.8332	--	4879	--	lives
vielfach	2602	5.86	0.9478	--	--	1221	frequently
business	2603	5.86	1.2938	453	1055	4576	business
mexiko	2604	5.86	1.4984	3011	--	--	mexico
total	2605	5.86	1.0882	1273	637	4497	totally
amazon	2606	5.86	1.4287	1010	370	--	amazon
schreibe	2607	5.86	0.9899	5032	2243	--	writing
begleitet	2608	5.86	1.0104	--	--	2975	accompanied
lösen	2609	5.86	1.1430	2586	--	1878	solve
#lol	2610	5.86	2.1760	--	3930	--	# Lol
sprachlichen	2611	5.86	0.9691	--	--	3400	linguistic
answer	2612	5.86	1.1954	--	2129	--	answer
eigene	2613	5.86	1.0104	647	1611	444	own
auswahl	2614	5.86	1.0500	731	3754	1903	selection
kommen	2615	5.86	1.0882	427	371	256	come
español	2616	5.86	1.5254	2222	--	--	español
bündnis	2617	5.86	1.1430	--	--	4274	alliance
zeitzeugen	2618	5.86	0.9691	1926	--	--	time testify
auskunft	2619	5.86	0.9037	3691	--	4341	Information
walking	2620	5.86	0.8809	--	3520	--	walking
königs	2621	5.86	1.5120	--	--	1922	king
ursprung	2622	5.86	1.2124	--	--	1916	origin
einrichten	2623	5.86	1.1068	2848	--	--	Setting up
review	2624	5.86	1.3095	2642	1852	3907	review
konto	2625	5.86	1.2124	820	3237	--	account
kräften	2626	5.86	1.0692	--	--	2518	forces
vieles	2627	5.86	0.9478	3065	4204	2967	much
verbundene	2628	5.86	0.7827	--	--	4849	associated
europäischen	2629	5.86	0.9899	1310	--	574	European
geistigen	2630	5.86	1.1068	--	--	1020	intellectual
verschicken	2631	5.86	0.9478	3419	--	--	send out
we	2632	5.86	1.2618	1285	117	1881	we
logische	2633	5.86	0.9691	--	--	3420	logical
sortiment	2634	5.86	1.2618	4762	--	--	assortment
swiss	2635	5.86	1.2618	3504	4636	--	swiss
tom	2636	5.86	1.1608	2199	894	--	tom
größeren	2637	5.86	0.9037	3878	--	1203	larger
much	2638	5.86	1.0882	--	210	--	much
wirklichen	2639	5.86	0.9691	--	--	1800	real
variante	2640	5.86	1.2124	4233	--	4821	variant
beigetragen	2641	5.86	1.0304	--	--	4215	contributed
lernten	2642	5.86	1.0500	--	4975	--	learned
washington	2643	5.86	1.2779	--	4629	3161	washington
dafür	2644	5.86	0.9037	534	527	308	for that
photoset	2645	5.86	1.0882	--	464	--	photoset
teilnehmer	2646	5.86	1.1068	1619	--	3315	subscriber
camping	2647	5.86	1.6661	3739	--	--	camping
soziologie	2648	5.86	1.4144	--	--	2100	sociology
eier	2649	5.86	1.2456	--	4896	--	eggs
serie	2650	5.86	1.0692	1297	1988	4714	series
tasche	2651	5.86	0.9899	3887	2868	--	bag
anthropologie	2652	5.86	1.4429	--	--	4914	anthropology
wahren	2653	5.86	0.8809	--	--	1466	protect
bekannt	2654	5.86	0.9037	933	2143	551	known
red	2655	5.86	1.0104	1938	1041	--	red
austausch	2656	5.86	1.3403	4306	--	4068	exchange
nahe	2657	5.86	1.1250	2769	--	957	close
zoom	2658	5.86	1.2124	2836	5123	--	zoom
remix	2659	5.86	1.1068	--	1776	--	remix
ritter	2660	5.86	1.4984	--	--	3059	knights
gründlich	2661	5.86	0.9899	--	--	5033	thoroughly
eigener	2662	5.86	0.9899	3023	4128	1851	own
verbunden	2663	5.86	1.1068	2003	--	676	connected
coldplay	2664	5.86	1.8845	--	4465	--	coldplay
fachhochschule	2665	5.86	1.5520	4799	--	--	fachhochschule
challenge	2666	5.86	1.2618	--	4893	--	challenge
jugendliche	2667	5.86	1.1954	2002	--	3769	youth
aufträge	2668	5.86	1.1608	5101	--	--	orders
gestartet	2669	5.86	0.7287	4717	3440	--	started
begegnen	2670	5.86	1.0692	--	--	2867	encounter
betrachtungen	2671	5.86	1.0304	--	--	3424	considerations
wörter	2672	5.86	1.1782	2217	--	3326	words
high	2673	5.86	0.9899	1246	1217	--	high
workshops	2674	5.84	1.1493	3900	--	--	workshops
zürich	2675	5.84	1.4049	934	1429	1650	Zurich
größen	2676	5.84	0.9116	4428	--	4558	sizes
euch	2677	5.84	0.9337	551	146	1474	you
geeigneten	2678	5.84	0.8657	--	--	4688	appropriate
potter	2679	5.84	1.2675	--	2072	--	potter
image	2680	5.84	1.1493	1591	4484	--	image
handeln	2681	5.84	0.8657	2055	--	720	act
bestreben	2682	5.84	1.1843	--	--	3804	endeavor
yaaa	2683	5.84	1.9416	--	4875	--	yaaa
vermehrung	2684	5.84	1.1314	--	--	3958	multiplication
telefon	2685	5.84	1.0568	285	2323	--	phone
downloads	2686	5.84	1.0759	471	--	--	downloads
sender	2687	5.84	1.0174	3482	--	--	station
originalbild	2688	5.84	1.0373	3826	--	--	original image
austria	2689	5.84	1.4758	2081	2200	--	austria
verlag	2690	5.84	1.0373	666	--	853	publisher
bezahlt	2691	5.84	1.0568	4378	4646	4383	paid
sendungen	2692	5.84	1.0947	4296	--	--	broadcasts
lieferung	2693	5.84	0.9337	972	--	--	supply
diaries	2694	5.84	1.2993	--	4000	--	diaries
profil	2695	5.84	1.1843	202	1999	--	profile
ha	2696	5.84	1.0947	2641	788	2178	ha
passt	2697	5.84	0.9337	2357	1198	--	fits
french	2698	5.84	1.2675	5114	3251	--	french
jugendschutz	2699	5.84	1.3456	4623	--	--	jugendschutz
dvd	2700	5.84	1.1314	322	1067	--	dvd
animated	2701	5.84	0.9765	--	2843	--	animated
boom	2702	5.84	1.6208	--	4255	--	boom
westen	2703	5.84	1.1669	4078	--	1457	west
gewiß	2704	5.84	1.2182	--	--	1163	certainly
geschäft	2705	5.84	0.9971	3800	3463	3228	business
leo	2706	5.84	0.9337	--	4464	--	leo
autors	2707	5.84	1.3607	--	--	4607	author's
talk	2708	5.84	1.1132	3589	746	--	talk
antworten	2709	5.84	0.8657	177	2565	2295	reply
malaysia	2710	5.84	1.5167	4234	--	--	malaysia
beginnt	2711	5.84	0.9553	1640	1859	1265	begins
humboldt	2712	5.84	1.2182	--	--	4705	humboldt
poker	2713	5.84	1.3607	4477	--	--	poker
vita	2714	5.84	1.4758	--	4761	--	vita
beamer	2715	5.84	1.0947	4401	--	--	beamer
dimension	2716	5.84	1.1493	--	--	2700	dimensionless
grundschule	2717	5.84	1.2513	3217	--	--	primary school
erzielen	2718	5.84	1.0947	--	--	3317	achieve
glaube	2719	5.84	1.4619	1772	661	840	think
vollen	2720	5.84	0.8657	--	--	2399	full
eindeutig	2721	5.84	1.1493	3842	3783	1853	clearly
prinzen	2722	5.84	1.4194	--	--	4428	prince
gelb	2723	5.84	0.9337	2969	--	--	yellow
grundstück	2724	5.84	1.1314	4164	--	--	property
released	2725	5.84	1.1314	--	3299	--	released
städte	2726	5.84	0.9971	1575	--	1414	urban
many	2727	5.84	0.9553	--	685	--	many
kennst	2728	5.84	1.0373	--	2194	--	do
nina	2729	5.84	1.2182	--	3007	--	nina
antiquariat	2730	5.84	1.4479	3827	--	--	rare
bewahrt	2731	5.84	0.9971	--	--	4520	preserved
sichtbar	2732	5.84	0.8889	2906	--	1796	visible
automatisch	2733	5.84	0.8889	1333	3383	4924	automatically
bemerken	2734	5.84	1.0174	--	--	2768	notice
historischer	2735	5.84	1.1493	--	--	3957	historical
argumente	2736	5.84	1.0759	--	--	3496	arguments
verein	2737	5.84	1.1314	1160	--	2324	organization
haben	2738	5.84	1.1314	66	101	59	have
yaa	2739	5.84	1.7186	--	2718	--	yaa
verbundenen	2740	5.84	1.0174	--	--	2845	associated
bekomme	2741	5.84	1.0759	4290	1534	--	get
nachti	2742	5.84	1.6081	--	4126	--	Nighty
michael	2743	5.84	1.3303	619	923	2215	michael
möchte	2744	5.84	1.0947	700	486	657	would like
gives	2745	5.84	1.0568	--	3900	--	gives
thinks	2746	5.84	1.2349	--	4232	--	thinks
zentrum	2747	5.84	0.9971	1509	--	1854	center
check	2748	5.84	1.0568	3882	396	--	check
direkt	2749	5.84	1.2513	348	953	1064	directly
höherer	2750	5.84	1.0759	--	--	3764	higher
beobachtungen	2751	5.84	1.0373	--	--	1626	observations
multimedia	2752	5.84	1.2014	1283	--	--	multimedia
geile	2753	5.84	1.7186	3875	847	--	horny
digital	2754	5.84	1.0373	852	1582	--	digital
gekauft	2755	5.84	1.2349	1885	642	--	bought
texte	2756	5.84	1.1843	1462	4976	1729	texts
traditionellen	2757	5.84	1.1493	--	--	2545	traditional
downloaden	2758	5.84	0.9553	2954	4887	--	download
anschauen	2759	5.84	1.0568	4012	2201	--	look at
großer	2760	5.84	0.8418	1667	1919	873	large
betreuung	2761	5.84	1.0568	2397	--	--	looking after
ausbau	2762	5.84	0.8657	3920	--	3054	extension
buchstaben	2763	5.84	0.9337	--	--	4348	letters
teilnehmen	2764	5.84	0.9765	3135	--	--	participate
persönlichen	2765	5.84	1.1493	1823	--	1322	personal
updates	2766	5.84	0.9116	3674	4272	--	Updates
arbeitsplatz	2767	5.84	1.4896	4708	--	--	workplace
blätter	2768	5.84	0.9553	--	--	2474	leaves
always	2769	5.84	1.3903	--	389	--	always
stream	2770	5.84	1.2349	--	2545	--	stream
alben	2771	5.84	1.3303	1708	--	--	albums
paul	2772	5.84	1.3303	1234	1750	1202	paul
zeichnet	2773	5.84	0.9553	--	--	4414	records
mitglied	2774	5.84	0.9553	290	4774	1482	Member
installiert	2775	5.84	0.9765	2784	--	--	installed
share	2776	5.82	1.5211	4677	921	--	share
kaufe	2777	5.82	1.1192	--	4573	--	buy
zeichen	2778	5.82	1.2237	1700	2280	881	character
wesen	2779	5.82	0.9190	--	--	373	creature
results	2780	5.82	1.0240	--	4058	--	results
move	2781	5.82	1.0821	--	2763	--	move
meisten	2782	5.82	0.8734	1057	1482	500	Most
lautsprecher	2783	5.82	1.0039	2824	--	--	speaker
ausgewählt	2784	5.82	0.8734	3459	--	--	selected
forward	2785	5.82	1.2728	--	2633	--	forward
weiß	2786	5.82	1.0039	547	243	607	white
obere	2787	5.82	0.9624	--	--	4439	top
dm	2788	5.82	1.1373	2220	812	1284	dm
begriffen	2789	5.82	0.9190	--	--	1532	understood
eigenschaften	2790	5.82	1.0437	2010	--	1028	properties
fazit	2791	5.82	0.8497	4026	--	--	Conclusion
benachrichtigen	2792	5.82	1.1008	3999	--	--	Notified
