Word	Havg	StDev	FreqListRank	TwitterRank	translation
사실이	4675	5.36	0.8020	--	1711	In fact, this
12월	4676	5.36	1.1739	--	102	December
듣기론	4677	5.36	0.8271	2207	--	Heard
예정	4678	5.36	0.6928	--	2344	Schedule
3년	4679	5.36	0.7762	--	3626	3 years
이삼일이면	4680	5.36	0.7217	4790	--	If twenty-three days
있는	4681	5.36	0.6312	94	31	The
역사에	4682	5.36	0.7217	--	5430	History
거군요	4683	5.36	0.8981	2477	--	You're
사회가	4684	5.36	0.8271	--	3894	Community
단순히	4685	5.36	0.7494	--	4244	Simply
받으면	4686	5.36	0.7494	--	2715	Received
트친이	4687	5.36	0.8020	--	5852	Teuchin this
맨날	4688	5.36	0.7494	--	314	Always
있다면야	4689	5.36	0.7494	2136	--	Anything ...
저의	4690	5.36	0.7494	1463	1255	My
결과는	4691	5.36	0.8514	3814	5131	The result is
받자]	4692	5.36	0.6928	--	5836	Let's get]
가문이	4693	5.36	1.0053	2412	--	Crest
맞팔	4694	5.36	0.9424	--	610	Matpal
있는가	4695	5.36	0.7494	--	3005	There
학교가	4696	5.36	0.8020	--	3359	School
나오는데	4697	5.36	0.5980	--	2827	Coming up
부를	4698	5.36	0.6928	2542	5494	Call
서버	4699	5.36	0.6627	--	4510	Server
얘긴	4700	5.36	0.6312	1657	--	Talk about
and	4701	5.36	0.5253	--	161	and
보낸	4702	5.36	0.7494	--	1473	From
남자들은	4703	5.36	0.8271	2094	--	Men
보셨다고	4704	5.36	0.6627	2740	--	You saw that
있는지	4705	5.36	0.7762	337	1579	Make
해나는	4706	5.36	0.8751	1556	--	Hannah is a
거는	4707	5.36	0.6928	2843	--	Hanging
누구의	4708	5.36	0.8020	4812	5951	Whose
되겠지	4709	5.36	1.0645	--	5599	'll
하는가	4710	5.36	0.8020	--	5943	Do
드려	4711	5.36	0.8271	3380	--	Chibi
보내는	4712	5.36	0.8514	1102	1398	Send
#MelOn	4713	5.36	0.8271	--	4726	# MelOn
농담같으세요	4714	5.36	1.0835	4027	--	Wait till joke
하셔서	4715	5.36	0.6627	--	4641	Your
매일은	4716	5.36	1.0254	2149	--	Every day
16일	4717	5.36	0.8020	--	2274	16 days
비스트	4718	5.36	1.1021	--	342	Beast
분들도	4719	5.36	0.6928	3637	4221	Those who
대장이	4720	5.36	1.0053	5334	--	Captain
내용물은	4721	5.36	0.6627	4452	--	Contents
올리고	4722	5.36	0.8751	--	3254	Lift
듭니다	4723	5.36	0.7762	--	5312	Costs
내용을	4724	5.36	0.7762	--	1847	Contents
님들	4725	5.36	0.9638	--	1262	Nimdeul
라인	4726	5.36	0.6627	1309	--	Line
중학교	4727	5.36	0.6928	--	2808	Middle School
어떨까	4728	5.36	0.6627	--	5238	What about
홈페이지에	4729	5.36	0.8271	--	4478	Homepage
too	4730	5.36	1.2898	--	1678	too
직원	4731	5.36	0.8751	--	4280	Staff
크리스	4732	5.36	0.7762	454	--	Chris
하나를	4733	5.36	0.6312	3043	3153	One
역대	4734	5.36	0.9638	--	6046	Chronicles
험프리	4735	5.36	0.9205	2725	--	Humphrey
여사	4736	5.36	0.7762	1585	--	Mrs.
살펴	4737	5.36	0.9848	987	--	Look
오신걸	4738	5.36	0.7494	4026	--	GoIndustry
달라요	4739	5.36	1.0254	2305	--	Different.
이번엔	4740	5.36	0.6312	--	783	This time
녹음	4741	5.36	0.7217	4800	3386	Recording
트친분들에게	4742	5.36	0.9205	--	1066	Acquaintance at their
데려	4743	5.36	0.7494	414	--	Bring
기억으론	4744	5.36	0.8271	3985	--	I remember
시간에	4745	5.36	0.6627	--	1101	Time
그랬구나	4746	5.36	0.8020	--	6242	Sure he did.
바로	4747	5.36	0.6627	99	106	Immediately
이분	4748	5.36	0.7217	--	3711	Two minutes
앤디를	4749	5.36	0.8981	4270	--	Andy
사실을	4750	5.36	0.8514	2846	994	That
봤던	4751	5.36	0.5628	4339	--	I saw
있었어요	4752	5.36	0.7494	383	6111	I was
친인척	4753	5.36	0.8981	--	4066	Relatives
히터에	4754	5.36	0.6627	1966	--	Heaters
전원	4755	5.36	0.8271	--	4260	Power
생각해보니	4756	5.36	0.8271	--	2072	Come to think of it
그가	4757	5.36	0.7217	32	1171	He
도리	4758	5.36	0.9848	5197	--	Reason
5명	4759	5.36	0.8020	--	1984	5 people
부르곤	4760	5.36	0.6312	3986	--	Call Oregon
이것은	4761	5.36	0.7762	222	2728	This is
계시니	4762	5.36	0.7762	2045	--	Let the
손가락	4763	5.36	0.5980	--	3057	Finger
현장에서	4764	5.36	0.8751	--	4565	In the field
평가	4765	5.36	0.7217	--	6151	Evaluation
조용	4766	5.36	0.9205	4684	--	Quiet
너는	4767	5.36	0.8751	--	599	You
했고	4768	5.36	0.8981	906	3176	And
얼른	4769	5.36	0.9848	--	431	Come
지나가는	4770	5.36	0.8020	--	4986	Passing
돌아오는	4771	5.36	0.7494	1845	--	Return
알다시피	4772	5.36	0.7494	264	--	As you know
버전	4773	5.36	0.8271	--	4683	Version
자	4774	5.34	0.8715	--	315	Character
하니	4775	5.34	0.6884	2462	1083	Honey
들어가서	4776	5.34	0.6263	--	1988	Go
확신하긴	4777	5.34	0.9172	3955	--	Sure hagin
구요	4778	5.34	0.6884	839	--	'm
바라지	4779	5.34	0.9392	923	--	Want
마시면	4780	5.34	0.8234	2311	4426	Drinking
그랬지	4781	5.34	0.7722	1760	--	I did
우리는이	4782	5.34	0.6581	1066	--	We are
님은	4783	5.34	1.0022	--	2794	By the
그정도면	4784	5.34	0.7174	4415	--	That's all I
보니	4785	5.34	0.6263	974	351	Bonnie
4월	4786	5.34	1.0422	--	2740	April
버스가	4787	5.34	0.8234	--	6353	Bus
4시	4788	5.34	0.8715	--	2538	4:00
3개	4789	5.34	0.6581	--	4883	3
거기	4790	5.34	0.7453	104	672	There
듣고	4791	5.34	0.5573	775	423	Listen
그러세요	4792	5.34	0.8947	4498	--	Sure
미스터	4793	5.34	0.7174	1041	--	Mr.
한스킨	4794	5.34	0.8234	--	4176	Hans Kyn
아	4795	5.34	1.0994	--	3	Oh
함	4796	5.34	0.7722	--	524	Box
공부	4797	5.34	1.1537	--	790	Study
남겨주시면	4798	5.34	0.8715	--	1770	Please leave
가방에	4799	5.34	0.7174	3137	--	Bag
그만큼	4800	5.34	0.6884	--	1710	So
그것도	4801	5.34	0.8478	558	580	It
분들	4802	5.34	0.8234	--	233	People
그리고	4803	5.34	0.6263	3	39	And
방에서	4804	5.34	0.8478	3540	6106	Rooms from
보는	4805	5.34	0.6884	1256	382	See
앤디는	4806	5.34	0.8478	3056	--	Andy
회사에서	4807	5.34	0.8234	--	3514	Company
이제는	4808	5.34	0.6884	3652	879	Now
how	4809	5.34	0.7982	--	3086	how
사는게	4810	5.34	1.0224	--	4448	Thus it
들어간	4811	5.34	0.4785	--	2786	Into
가끔씩	4812	5.34	0.6884	--	4773	Sometimes
행동이	4813	5.34	0.7982	--	6109	Actions
잡고	4814	5.34	0.7174	1587	1730	Hold
되어	4815	5.34	0.6263	2615	694	The
중간	4816	5.34	0.6263	3076	--	Middle
생겨서	4817	5.34	1.0806	--	4735	Eh
올라갔는데	4818	5.34	0.6263	4609	--	Went up
방법은	4819	5.34	0.7453	1528	2403	How to
밤마다	4820	5.34	0.7453	4290	--	Nightly
24일	4821	5.34	1.0022	--	2929	24 days
가야	4822	5.34	0.7982	142	3256	Go
트윗	4823	5.34	0.6884	--	185	Tweet
애는	4824	5.34	0.6581	1621	--	She is
프로필	4825	5.34	0.7174	--	1615	Profile
인증은	4826	5.34	0.7174	3603	--	Authentication
2011년의	4827	5.34	0.7722	--	4090	Of 2011
멘션이	4828	5.34	0.8234	--	2575	Mentions this
대신에	4829	5.34	0.9392	1513	--	Instead of
일어날	4830	5.34	0.7174	--	4595	Happen
여러번	4831	5.34	0.7174	3625	--	Times
요	4832	5.34	0.8947	--	1450	John
about	4833	5.34	0.6263	--	1975	about
여전히	4834	5.34	0.9172	339	1089	Still
걸을	4835	5.34	0.6884	3315	--	Walk
얼마나	4836	5.34	1.0422	139	154	How
다예요	4837	5.34	0.7982	611	--	's It
너희도	4838	5.34	0.6581	5185	--	You too
여자로서	4839	5.34	1.1886	2551	--	As a woman
사용법	4840	5.34	0.7174	--	3677	How to use
10명에게	4841	5.34	0.7722	--	5981	10 people
신발을	4842	5.34	0.9392	3459	--	Shoes
일단은	4843	5.34	0.8478	--	4065	Once the
아이디	4844	5.34	0.6581	--	1669	Username
있겠지	4845	5.34	0.7982	1111	4333	Dont
팁도	4846	5.34	1.0224	4034	--	Tips
뽑고	4847	5.34	0.8947	3956	--	Unplug
얘기는	4848	5.34	0.8234	--	6066	Talk
라	4849	5.34	0.7453	--	5712	La
자리가	4850	5.34	0.7982	--	3871	Spot
자네	4851	5.34	0.9172	1051	4867	You
헬기가	4852	5.34	0.7174	5011	--	Helicopter
이름으로	4853	5.34	0.6263	3643	2372	Name of
들어갔어요	4854	5.34	0.8234	4631	--	I got into
가격에	4855	5.34	0.9607	3331	5030	Price
베네사	4856	5.34	0.8234	1272	--	Vanessa
관계를	4857	5.34	0.6581	1697	--	Relationship
알고있는건데	4858	5.34	0.9392	4061	--	Going to know
남았다	4859	5.34	0.8715	--	4148	Dropping
일하러	4860	5.34	1.0022	3436	--	Work
되겠어	4861	5.34	1.0224	2782	--	Can you do it
이상은	4862	5.34	0.7982	--	4962	More than
말한게	4863	5.34	0.8478	3681	--	Tell them
프랜시스	4864	5.34	0.7453	3523	--	Francis
만들지	4865	5.34	0.7722	--	5453	Make
아십니까	4866	5.34	1.0224	2929	--	Did you know
얼마전	4867	5.34	0.6581	--	5555	Some time ago
준비를	4868	5.34	0.6581	--	5443	Preparation
다니는	4869	5.34	0.6581	--	2165	Around
오겠지	4870	5.34	0.9607	1617	--	Sooner than
검색어	4871	5.34	0.6884	--	4665	Searches
가사	4872	5.34	0.8715	--	3354	Lyrics
하기	4873	5.34	0.7453	--	1090	The
한겨레	4874	5.34	1.4654	--	2003	The Hankyoreh
섬을	4875	5.34	0.8478	5255	--	Island
왼쪽	4876	5.34	0.8234	--	5215	Left side
트친들	4877	5.34	1.0224	--	3129	Teuchin in
DJMAX	4878	5.34	0.7453	--	4306	DJMAX
설문에	4879	5.34	0.6884	--	1901	Survey
천으로	4880	5.34	0.8715	4236	--	Cloth
표	4881	5.34	0.6884	--	3475	Table
또르르	4882	5.34	1.1537	--	4457	Ttoreureu
외환은행	4883	5.34	1.0022	--	1082	Exchange Bank
알리	4884	5.34	0.7453	--	6309	Ali
보네	4885	5.34	0.7722	1741	--	Bonnet
다시	4886	5.34	0.8234	22	48	Again
되고	4887	5.34	0.7174	--	441	And
토닉	4888	5.34	0.7982	3001	--	Tonic
있거든	4889	5.34	0.7722	1674	--	've Got
그랬어	4890	5.34	0.9172	1696	6307	Did
5시	4891	5.34	0.7453	--	2188	5:00
가지	4892	5.34	0.8715	145	1131	Branch
인도에	4893	5.34	1.0422	3157	--	India
보구	4894	5.34	0.6581	--	5401	Beam
ㅇㅇㅇ	4895	5.34	1.1713	--	1853	O o o
진짜라니까	4896	5.34	1.2875	2147	--	Look it
같기도	4897	5.34	0.7453	--	3090	Spoiled
누구라도	4898	5.34	0.7174	2195	--	Anyone
모였을	4899	5.34	0.7982	2798	--	Gathered
잠이	4900	5.34	0.7174	1147	519	Sleep
나서	4901	5.34	0.8234	2455	1205	Then
있는건	4902	5.34	0.6263	--	4262	In cases
있을까	4903	5.34	0.8478	845	918	Could
여잘	4904	5.34	1.0022	1126	--	Woman ...
경께서	4905	5.34	0.8234	2407	--	If he
무엇입니까	4906	5.34	0.7453	299	--	What is
가져다가	4907	5.34	0.7453	3585	--	Bring
오바마한테	4908	5.34	1.0224	4098	--	Obama got
자막제작	4909	5.34	0.7174	2697	--	Subtitling
하려면	4910	5.34	0.7982	--	5136	The
밖으로	4911	5.34	0.8234	164	4181	Out
가슴을	4912	5.34	0.8947	--	4675	Chest
왔으면	4913	5.34	0.6263	--	5933	Stoked
느끼실	4914	5.34	0.7453	3854	--	Feel
참고로	4915	5.34	0.8234	--	1622	Note that
있으면	4916	5.34	0.6263	541	281	If the
농협	4917	5.34	0.9817	--	5223	Agricultural
보이는데	4918	5.34	0.4785	--	5420	Looks
고쳐둘게	4919	5.34	0.9392	4626	--	I see you fixed
언능	4920	5.34	1.0616	--	2410	You better
놀라게	4921	5.34	0.9607	3109	--	Surprise
트친님들의	4922	5.34	0.9172	--	3865	Teuchin of nimdeul
보이고	4923	5.34	0.6263	--	4025	Show
누군가의	4924	5.34	0.7174	1971	5410	Someone's
2년	4925	5.34	0.5573	--	2742	2 years
침팬지들은	4926	5.34	0.9817	2255	--	Chimpanzees
링크를	4927	5.34	0.5573	--	2240	Link
일정	4928	5.34	0.6263	--	3489	Schedule
투표소	4929	5.34	0.8478	--	2596	Polls
되도록	4930	5.34	0.6884	--	3915	So that
뵈야	4931	5.34	0.6581	2572	--	Boeya
여십시오	4932	5.34	0.7453	1291	--	Open
유키스	4933	5.34	0.9392	--	5075	U-Kiss
찾습니다	4934	5.34	0.8234	--	2475	Locate
저	4935	5.34	0.5573	--	41	I
천주의	4936	5.34	1.2390	2049	--	Quanzhou
이글을	4937	5.34	0.6581	--	3199	Eagle
하지요	4938	5.34	0.6263	2427	--	Frills
일종의	4939	5.34	0.6884	1056	4800	Sort of
청년집회	4940	5.34	0.8947	4111	--	Youth rally
되니	4941	5.34	0.7453	--	4838	Doeni
요린	4942	5.34	0.7982	4858	--	Yorin
[나의	4943	5.34	0.7453	--	1749	[My
들이마쉬고	4944	5.34	0.6884	3896	--	Do not have resting
20분께	4945	5.34	0.6581	--	5562	20 Him
아는데	4946	5.34	0.7174	--	2451	Know
am	4947	5.34	0.7982	--	2422	am
들어가는	4948	5.34	0.6884	--	3554	Into
따서	4949	5.34	0.7453	4008	--	Named after
안으로	4950	5.34	0.7982	647	--	In
어른이	4951	5.34	0.6581	--	5132	Adult
위층	4952	5.34	0.8478	4030	--	Upstairs
그걸로	4953	5.34	0.6263	956	2610	With it
시대	4954	5.34	0.7174	--	3132	Time
타임라인이	4955	5.34	0.6581	--	6047	The Timeline
이것저것	4956	5.34	0.6884	--	2683	Whatnot
같고	4957	5.34	0.6884	2148	2261	The same
이예요	4958	5.34	0.6263	3075	--	'm
쪽지로	4959	5.34	0.7174	--	6324	Message to
이들의	4960	5.34	0.7722	--	5051	These
차량	4961	5.32	0.8676	2324	--	Vehicle
들어서	4962	5.32	0.6528	2014	3300	Lift
일	4963	5.32	0.7126	--	228	One
생각도	4964	5.32	0.6833	1164	2275	Thought
때부터	4965	5.32	0.5869	--	5156	Since
나왔다니까	4966	5.32	1.0388	4245	--	Out because
사과를	4967	5.32	0.9781	--	3875	Apple
온거더라	4968	5.32	0.8192	4263	--	Come along unto
푹	4969	5.32	1.0774	--	1044	Fook
소리죠	4970	5.32	0.7407	4844	--	Talking about
말하면	4971	5.32	0.6528	--	1715	Speaking
페이지	4972	5.32	0.5869	--	5595	Page
넣어서	4973	5.32	0.7677	--	6122	Put
나보고	4974	5.32	0.6833	1454	1684	And reporting
또한	4975	5.32	0.6207	210	991	Also
사립	4976	5.32	1.0774	2773	--	Private
비서가	4977	5.32	1.0388	--	2469	Secretary
시민이	4978	5.32	0.7939	--	4834	Citizens
호출기	4979	5.32	0.7939	3368	--	Pagers
바람에	4980	5.32	1.0583	--	3320	Wind
사전의	4981	5.32	0.7677	2984	--	Dictionary
그룹이	4982	5.32	0.6528	4195	--	Groups
출동	4983	5.32	1.3161	5319	--	Mobilization
달력을	4984	5.32	0.7126	--	3487	Calendar
너한테	4985	5.32	0.8437	1481	2634	On you
해서요	4986	5.32	0.7677	1586	--	Counting
주장은	4987	5.32	0.6528	--	5944	Claims
한해가	4988	5.32	0.8908	--	4369	Only the
알지	4989	5.32	0.8437	293	2155	Know
네가	4990	5.32	0.9988	63	718	You
잠시	4991	5.32	0.6528	382	539	While
트윗으로	4992	5.32	0.9570	--	3479	Tweet of
안다고	4993	5.32	0.9781	2480	--	Know
^CS	4994	5.32	0.9988	--	6328	^ CS
내	4995	5.32	0.6207	--	19	I
2번	4996	5.32	0.8676	--	3390	2
Q	4997	5.32	0.6833	--	2956	Q
있었으면	4998	5.32	1.0962	3350	2573	I wish
클레이	4999	5.32	0.7677	957	--	Clay
그런가요	5000	5.32	0.8676	--	3367	Is it
위치는	5001	5.32	0.7939	4785	--	Location
사람이니	5002	5.32	1.0190	2440	--	Who are you
한다면	5003	5.32	0.6207	2819	2204	If you
코를	5004	5.32	0.7407	1917	--	Nose
종류가	5005	5.32	0.5869	3155	--	Types
몇개	5006	5.32	0.5511	--	4281	Some
두분	5007	5.32	0.8676	--	4200	Two minutes
읽어	5008	5.32	0.7939	--	5019	Read
신상	5009	5.32	1.2362	--	2721	Personal
결정을	5010	5.32	0.7407	1284	4794	Decision
마셨는데	5011	5.32	0.8437	4506	--	Drank
he	5012	5.32	0.8437	--	3494	he
부르더군요	5013	5.32	0.9134	3980	--	Call deogunyo
첨	5014	5.32	0.7407	--	3340	Attachments
취사장으로	5015	5.32	1.0388	5042	--	Of kitchens
지갑좀	5016	5.32	1.0774	3537	--	Little purse
잔뜩	5017	5.32	0.9988	4587	2767	Bunch
트친님들	5018	5.32	1.0583	--	1407	Teuchin nimdeul
가서	5019	5.32	0.7677	251	283	Go
있어야합니다	5020	5.32	0.8908	707	--	Must
너한텐	5021	5.32	0.7407	1492	--	It's so
I've	5022	5.32	0.9355	--	1648	I've
이것도	5023	5.32	0.5869	1543	1400	This is also
했는지	5024	5.32	0.7677	2623	5474	Make
it's	5025	5.32	0.5511	--	1457	it's
30분	5026	5.32	0.5869	--	2004	30 minutes
읽지	5027	5.32	0.7126	4903	--	Read
다니고	5028	5.32	0.7126	--	5061	Go
그대로	5029	5.32	0.6207	727	654	Stay
다니엘	5030	5.32	0.9781	1298	--	Daniel
3시간	5031	5.32	0.7939	--	6214	3 hours
봐서	5032	5.32	0.8676	--	2249	Looking
어젯밤에	5033	5.32	0.7939	323	--	Last night
보이면	5034	5.32	0.8676	--	5242	If you see a
됐지	5035	5.32	0.8192	2581	--	OO
문을	5036	5.32	0.8437	389	2877	Statement
요청	5037	5.32	0.7939	--	5548	Request
일반	5038	5.32	0.8908	--	2486	General
일입니다	5039	5.32	0.8192	2238	3413	Days.
한참	5040	5.32	1.1683	563	2203	Long
있던	5041	5.32	0.6207	869	1231	Was
중이야	5042	5.32	0.6833	3403	--	I'm
밤에는	5043	5.32	0.9355	4282	--	Night
보려고	5044	5.32	0.8192	--	4603	See
가져도	5045	5.32	1.1147	3999	--	Can I have
하는군요	5046	5.32	0.7407	--	5495	Island shin
여자가	5047	5.32	0.8437	278	1005	Woman
요즘은	5048	5.32	0.9355	--	1034	Nowadays
1차	5049	5.32	0.8437	--	2664	Primary
기사	5050	5.32	0.7677	--	515	Article
문	5051	5.32	0.5869	--	2419	Door
있지	5052	5.32	0.6207	229	534	Not
주변에	5053	5.32	0.5869	--	2376	Around
이틀	5054	5.32	0.6833	5054	3874	Two
위	5055	5.32	0.7126	--	3789	Place
조용히	5056	5.32	0.9988	924	1310	Quietly
마이크가	5057	5.32	0.6207	3566	--	Mike
트위터는	5058	5.32	0.9988	--	1996	Twitter
부를꺼야	5059	5.32	0.8192	4009	--	Call off
바꿨지요	5060	5.32	0.8437	3996	--	Changed jiyo
조	5061	5.32	0.8676	--	3746	Article
누구를	5062	5.32	0.9570	--	3783	Who
아홉	5063	5.32	0.9134	5213	--	Nine
생각했는데	5064	5.32	0.8192	2532	3075	I thought
기다려요	5065	5.32	0.8908	1134	--	Wait
who	5066	5.32	0.8192	--	3308	who
영상을	5067	5.32	0.7939	--	3814	Video
민중의소리	5068	5.32	0.9570	--	5123	Voice of the people
프사	5069	5.32	0.6528	--	3537	Peusa
다오	5070	5.32	0.9355	4624	--	Dao
택시	5071	5.32	0.9355	--	4393	Taxi
봤소	5072	5.32	0.8908	1526	--	I saw
트윗에서	5073	5.32	0.7677	--	3204	Tweets from the
서명하고	5074	5.32	0.7677	2884	--	Signed and
목적으로	5075	5.32	0.7939	3203	--	Purposes
것이다	5076	5.32	0.5869	858	192	Will
사회	5077	5.32	0.9134	--	2049	Society
로마가	5078	5.32	0.7407	3632	--	Rome
네요	5079	5.32	0.6528	614	--	I
등	5080	5.32	0.7677	--	153	And so on
갈때	5081	5.32	0.6833	4346	--	Lt
삼성전자	5082	5.32	1.3768	--	5679	Samsung Electronics
받어	5083	5.32	0.9355	3065	--	Pick up
처럼	5084	5.32	0.7126	1063	1605	Like
자서	5085	5.32	0.7677	--	4544	Dictionary
현장	5086	5.32	0.9355	--	2729	Spot
데려간다	5087	5.32	0.9781	4488	--	Takes
요량에	5088	5.32	0.9781	4770	--	In urine output
국민에게	5089	5.32	1.0962	--	3364	To the people
조금이라도	5090	5.32	0.7677	--	3613	A little
고등학교	5091	5.32	0.8437	--	2132	High school
봤나	5092	5.32	0.6528	2960	--	Have you tried
22일	5093	5.32	0.8192	--	1623	22 days
질문이	5094	5.32	0.6207	1994	--	Questions
어디입니까	5095	5.32	0.6207	852	--	Where is the
분은	5096	5.32	0.7939	1594	1312	Minutes
얻으려고	5097	5.32	0.7126	4200	--	Get
신호	5098	5.32	0.8437	3119	--	Signal
쿡	5099	5.32	0.8437	--	838	Cook
가는	5100	5.32	0.7939	353	411	Thin
실시	5101	5.32	0.6833	5178	5386	Practice
말을하는거야	5102	5.32	0.8192	2938	--	I did not know that
한동안	5103	5.32	0.6528	--	3355	While
사설놀이터	5104	5.32	1.1147	--	1121	Private Playground
비서	5105	5.32	0.9134	--	1360	Secretary
온통	5106	5.32	1.2196	1608	3913	All
누구는	5107	5.32	0.7939	--	5162	Who is
보낼	5108	5.32	0.7677	1003	3004	Send to
ur	5109	5.32	0.5869	--	5511	ur
윌리엄	5110	5.32	0.6528	2557	--	William
KT	5111	5.32	0.7677	--	3193	KT
비슷하구만	5112	5.32	0.7407	4416	--	Similar resourceful
그런걸	5113	5.32	0.7407	3528	4933	Are you taking
두시간	5114	5.32	0.7126	--	5957	Two hours
to	5115	5.32	1.0388	--	118	to
7시	5116	5.32	0.8437	--	1534	7:00
말은	5117	5.32	0.6833	111	603	Mean
소리요	5118	5.32	0.5511	4752	--	Talking about
가세요	5119	5.32	0.5869	1210	5167	Go
났어요	5120	5.32	0.9134	1964	--	Wobbled
시대에	5121	5.32	0.6528	--	5141	Age
든다	5122	5.32	0.6528	--	2195	Costs
이들에게	5123	5.32	0.7407	--	5848	Them
알고보니	5124	5.32	0.9134	--	2574	It turns out
즉	5125	5.32	0.7939	--	1903	Or
이외수	5126	5.32	1.3915	--	5869	Yioesu
가축	5127	5.32	1.0962	5069	--	Livestock
있는게	5128	5.32	0.7677	--	2172	Itneunge
멘션을	5129	5.32	0.7677	--	715	Mentions the
일어	5130	5.32	1.0962	840	--	Up
마련해서	5131	5.32	0.8676	5366	--	To provide
이상	5132	5.32	0.8437	213	418	More than
따르면	5133	5.32	0.8192	1123	2291	According to
굽거나	5134	5.32	0.8437	5067	--	Burn
보니까	5135	5.32	0.6528	2588	944	I saw
언제부터	5136	5.32	0.8437	--	3154	When
끝났다	5137	5.32	1.5706	--	4655	Over
머리를	5138	5.32	0.6528	1839	1752	Head
프랭크	5139	5.32	0.7939	936	--	Frank
사람이야	5140	5.32	0.8192	477	--	Person.
나나	5141	5.30	0.7071	3721	4720	Nana
시간이	5142	5.30	0.7354	211	297	Time
되었으면	5143	5.30	0.7626	--	5005	If the
가지게	5144	5.30	0.7890	3775	--	Have
귀에	5145	5.30	0.5803	2854	4623	Ear
담에	5146	5.30	0.6468	2040	2178	Fence
신문에	5147	5.30	0.7890	4161	--	Newspaper
이것이	5148	5.30	0.9530	--	1295	This is
틀림없이	5149	5.30	1.2976	5373	--	Without fail
속한다	5150	5.30	0.8144	3036	--	Belongs to
세리나	5151	5.30	0.7071	511	--	Serena
그랬죠	5152	5.30	0.9530	3623	--	Did
네이트와	5153	5.30	0.6776	2738	--	Nate and
대해	5154	5.30	0.7071	59	205	About
수도	5155	5.30	0.6468	314	485	Capital
2012년에는	5156	5.30	1.1294	--	3652	In 2012,
자칭	5157	5.30	0.8144	--	5352	Self-proclaimed
곳은	5158	5.30	0.7071	--	3121	Where the
들자면	5159	5.30	0.7354	3801	--	Instance
봐야	5160	5.30	0.6776	--	2727	Should
자식	5161	5.30	1.5152	5279	6098	Child
랄까	5162	5.30	0.7890	--	4502	I mean
In	5163	5.30	0.6776	--	2820	In
인천	5164	5.30	0.9742	--	2239	Incheon
원	5165	5.30	0.6468	--	1293	Circle
숨을	5166	5.30	0.8864	1185	6202	Breath
용건은	5167	5.30	0.7071	4436	--	Purveyor of the
그럼	5168	5.30	0.7354	52	44	So
차우	5169	5.30	0.5803	1073	--	Chow
예를	5170	5.30	0.5803	1086	5034	For
여기에	5171	5.30	0.5440	101	2532	Here
일이	5172	5.30	0.5803	56	229	Twelve
줘요	5173	5.30	0.7071	808	--	Me
이따	5174	5.30	0.7626	--	1366	See you later
여기서도	5175	5.30	0.6468	2586	--	Again
판	5176	5.30	0.6776	--	3440	Board
루이자가	5177	5.30	0.6468	979	--	Self-Louis
등급은	5178	5.30	0.7071	--	5049	Grade
있어야지	5179	5.30	0.7354	2568	--	Should be in
주변	5180	5.30	0.7071	2333	2672	Close
받지	5181	5.30	0.8864	1684	2135	Not
토니	5182	5.30	0.7626	3542	--	Tony
답니다	5183	5.30	0.9091	3786	--	Laid down
유난히	5184	5.30	0.9530	--	6049	Exceptionally
풀어	5185	5.30	0.8631	1693	--	Release
하는거고	5186	5.30	0.6776	3734	--	Must facilitate
있다가	5187	5.30	0.7071	--	2063	Be the
당구	5188	5.30	0.8391	3532	--	Billiards
몇시에	5189	5.30	0.5051	--	4050	What time
뭘까요	5190	5.30	0.8391	3639	5610	Ideas
대장님이	5191	5.30	0.7626	5306	--	The Captain
대통령이	5192	5.30	1.5419	--	1406	President
실례합니다	5193	5.30	0.9313	362	--	Excuse me
20분	5194	5.30	0.6776	--	5983	20 minutes
만큼	5195	5.30	0.7071	771	1214	By
자존심	5196	5.30	1.0152	--	6195	Pride
거야	5197	5.30	0.8144	34	705	You
같으니	5198	5.30	0.6776	--	6204	Dicky
내가해야	5199	5.30	0.8631	3063	--	I have
폰에	5200	5.30	0.5440	--	4378	Phone
말을하고	5201	5.30	0.5803	3144	--	To say
성	5202	5.30	0.6776	--	5064	Sex
블랙잭	5203	5.30	1.4178	3438	--	Blackjack
기업	5204	5.30	0.8864	--	4261	Enterprise
괜찮을줄	5205	5.30	1.1294	5097	--	Fine line
담은	5206	5.30	0.6145	--	4377	Containing
하면서	5207	5.30	0.6468	743	528	And
넣을	5208	5.30	0.7071	1494	--	Put
바스에서	5209	5.30	0.5803	2559	--	Bath
시대의	5210	5.30	0.7071	--	3882	Age
만약	5211	5.30	0.7354	58	861	If the
원래	5212	5.30	0.6145	769	188	Originally
15일	5213	5.30	0.7071	--	2560	15 days
프란시스를	5214	5.30	0.7071	3567	--	Francis
실례할께요	5215	5.30	0.9091	2667	--	Excuse me.
찰스는	5216	5.30	0.5803	1616	--	Charles
가질	5217	5.30	0.8631	911	4585	Have
경우는	5218	5.30	0.7626	--	4460	If the
마셨는걸요	5219	5.30	0.9313	4625	--	'd Been drinking
가지가	5220	5.30	0.7626	2400	--	There are
개	5221	5.30	1.2817	--	969	Dog
오래된	5222	5.30	1.0152	--	6168	Old
확실한가요	5223	5.30	0.9742	3339	--	Sure you
곳에	5224	5.30	0.7071	1188	2038	Where
납니다	5225	5.30	0.7626	--	5907	Up
말하자면	5226	5.30	0.9091	1683	--	Speaking
레이	5227	5.30	0.5440	169	--	Ray
