Word	HappRank	Havg	StDev	Gweb_Rank	TwitterRank	Gbook_Rank	translation
vivement	1123	6.44	1.0721	--	1270	2768	sharply
sejours	1124	6.44	1.3118	5060	--	--	stays
comprend	1125	6.44	1.1980	1966	834	1185	includes
éclairer	1126	6.44	1.0134	--	--	4252	light
nouvelle	1127	6.44	0.9723	274	178	222	news
véritables	1128	6.44	0.8609	--	--	2532	real
españa	1129	6.44	1.5140	4365	--	--	españa
découvrez	1130	6.44	1.1278	809	600	--	discover
rome	1131	6.44	1.4020	2879	--	698	rome
unies	1132	6.44	1.0333	4390	--	3623	United
capacités	1133	6.44	1.0910	3783	--	5120	capacity
rock	1134	6.44	1.6433	984	1232	--	rock
grand	1135	6.44	1.0333	225	294	112	great
intuition	1136	6.44	0.9723	--	--	4426	intuition
progression	1137	6.44	0.9723	--	--	4046	progression
objective	1138	6.44	1.0721	--	--	5048	objective
stars	1139	6.44	1.3273	1763	1739	--	stars
célèbre	1140	6.44	1.3426	3402	5094	1600	famous
surf	1141	6.44	1.2316	4521	--	--	surf
appétit	1142	6.44	1.0721	--	3480	--	appetite
disponible	1143	6.44	0.9510	566	1253	--	available
croissant	1144	6.44	1.1457	4731	--	--	growing
trouver	1145	6.44	1.1634	413	548	512	find
wikipédia	1146	6.44	1.1095	490	--	--	Wikipedia
parvenir	1147	6.44	1.3426	--	--	2621	achieve
utile	1148	6.44	0.9930	913	3937	1135	helpful
eat	1149	6.44	1.1980	--	2566	--	eat
réunies	1150	6.44	0.9930	--	--	4377	together
langues	1151	6.44	1.2961	920	--	1559	languages
soutenir	1152	6.44	0.7329	4464	3751	1777	support
pink	1153	6.44	1.0910	--	4205	--	pink
modernes	1154	6.44	1.1457	--	--	1583	modern
house	1155	6.44	1.1278	2534	1394	--	house
honorable	1156	6.44	0.9071	--	--	3528	Honourable
écrivain	1157	6.44	1.1634	--	--	1950	writer
peintre	1158	6.44	1.1278	--	--	3029	painter
québec	1159	6.44	1.4591	559	1682	1628	quebec
destinations	1160	6.44	1.2803	3763	--	--	destinations
nourrir	1161	6.44	1.0529	--	--	4607	feed
marguerite	1162	6.44	1.1808	--	--	4451	Daisy
êtres	1163	6.44	1.2961	--	--	1467	beings
challenge	1164	6.44	1.0529	--	3408	--	challenge
cdi	1165	6.44	1.4020	3042	4565	--	cdi
songs	1166	6.44	1.1457	--	1829	--	songs
italien	1167	6.42	1.1968	2796	4678	2774	Italian
bateau	1168	6.42	1.1968	2025	--	4437	boat
l'aide	1169	6.42	1.2631	--	5005	--	using
bretagne	1170	6.42	1.6047	1266	1976	1469	brittany
photo	1171	6.42	1.1265	120	82	--	Photo
sages	1172	6.42	1.0120	--	--	4224	wise
juste	1173	6.42	1.1622	801	147	753	just
ptdr	1174	6.42	2.0809	--	911	--	ptdr
pertinence	1175	6.42	0.9916	1994	--	--	relevancy
soin	1176	6.42	1.2792	2717	3361	997	care
visage	1177	6.42	1.1968	2581	2037	1591	face
artisanat	1178	6.42	1.0120	4360	--	--	crafts
communication	1179	6.42	1.1445	613	2837	1034	communication
justes	1180	6.42	1.4010	--	--	4505	fair
hi	1181	6.42	1.2469	--	663	--	hi
profitez	1182	6.42	1.4721	4593	3436	--	enjoy
peinture	1183	6.42	1.2137	1497	4764	2136	painting
mdddr	1184	6.42	2.3655	--	2045	--	mdddr
bleu	1185	6.42	1.5131	1169	1592	3018	blue
safe	1186	6.42	1.1796	--	3445	--	safe
cabriolet	1187	6.42	1.5131	5241	--	--	Convertible
conscience	1188	6.42	1.2631	3356	--	499	awareness
autonome	1189	6.42	1.1445	--	--	5146	autonomous
multimedia	1190	6.42	1.2304	4220	--	--	multimedia
espère	1191	6.42	1.3864	2639	4852	2999	hope
accessible	1192	6.42	1.0515	3751	--	--	available
réunis	1193	6.42	1.1622	--	--	2484	together
ecouter	1194	6.42	1.0319	3894	3041	--	listen
light	1195	6.42	1.1082	4809	2572	--	light
pensées	1196	6.42	1.2631	--	4450	2096	thoughts
mange	1197	6.42	1.1622	--	772	--	eat
learn	1198	6.42	1.0897	--	2806	--	learn
protection	1199	6.40	1.1249	542	4894	1106	protection
ris	1200	6.40	1.5119	--	2820	--	risk
island	1201	6.40	1.4142	5201	4771	--	island
Écrire	1202	6.40	1.3248	3647	--	--	Write
bella	1203	6.40	1.5649	--	4206	--	bella
ordinateur	1204	6.40	1.1249	634	3211	--	computer
design	1205	6.40	1.0498	961	1409	--	design
wifi	1206	6.40	1.3702	1430	2777	--	wifi
donne	1207	6.40	1.1429	931	420	296	gives
jeunes	1208	6.40	1.1952	592	1080	539	youth
sandwich	1209	6.40	1.2617	--	4137	--	sandwich
galaxy	1210	6.40	0.9689	--	1896	--	galaxy
chambre	1211	6.40	1.1429	677	844	462	room
rapprochement	1212	6.40	1.2122	--	--	4066	reconciliation
believe	1213	6.40	1.2454	--	1325	--	believe
vélo	1214	6.40	1.2617	2185	4546	--	bike
entertainment	1215	6.40	1.3093	--	5121	--	entertainment
solutions	1216	6.40	1.0102	1159	4541	2904	solutions
funk	1217	6.40	1.5119	5173	--	--	funk
États-unis	1218	6.40	1.4142	1303	--	--	United States
né	1219	6.40	1.2778	1910	2113	1431	born
fils	1220	6.40	1.3093	990	1103	348	son
soigneusement	1221	6.40	0.8571	--	--	4626	carefully
chateau	1222	6.40	1.1952	4622	--	--	Castle
premier	1223	6.40	1.1606	239	413	140	first
aisément	1224	6.40	1.0302	--	--	2403	easily
prince	1225	6.40	1.2617	2855	1914	428	Prince
ipad	1226	6.40	1.6288	--	900	--	ipad
chaude	1227	6.40	1.1606	--	3789	--	hot
etats-unis	1228	6.40	1.3702	1287	2944	--	usa
sexualité	1229	6.40	1.2454	1290	--	--	sexuality
feel	1230	6.40	1.1780	--	988	--	feel
digne	1231	6.40	1.1249	--	--	1843	worthy
moon	1232	6.40	1.1429	--	5252	--	moon
appréciation	1233	6.40	1.1952	--	--	3552	appreciation
infini	1234	6.40	1.5253	--	--	2324	infinity
glace	1235	6.40	1.1606	3290	3338	4660	ice
freestyle	1236	6.40	1.0498	--	3593	--	freestyle
renouvellement	1237	6.40	1.1429	--	--	4752	turnover
jouent	1238	6.38	1.1045	--	4554	4648	play
anglaises	1239	6.38	1.2760	--	--	5138	English
quiero	1240	6.38	1.4270	--	2604	--	quiero
Éducation	1241	6.38	1.1761	5183	--	--	Education
exact	1242	6.38	0.9666	--	3515	3723	exact
ordinateurs	1243	6.38	1.2436	1799	--	--	computers
sportif	1244	6.38	1.2599	3285	--	--	Sports
sensations	1245	6.38	1.1409	--	--	3776	sensations
valeurs	1246	6.38	1.0859	1512	5150	951	securities
rétablissement	1247	6.38	1.1761	--	--	4675	recovery
accepté	1248	6.38	0.9875	1787	--	3702	accepted
réaliser	1249	6.38	1.0079	2069	4124	1700	achieve
lectures	1250	6.38	1.2436	3124	--	--	readings
girl	1251	6.38	1.1933	3240	576	--	girl
j'aimerai	1252	6.38	1.2599	--	2276	--	I love
vivres	1253	6.38	1.0859	--	--	4491	foodstuffs
invite	1254	6.38	0.9666	3082	2805	--	invites
expérience	1255	6.38	0.9666	921	--	485	experience
communiquer	1256	6.38	1.0476	3684	--	3876	communicate
maternelle	1257	6.38	1.4270	3126	--	--	mother
littéraire	1258	6.38	1.0859	4022	--	1519	literary
proprement	1259	6.38	0.8545	--	--	1480	properly
unesco	1260	6.38	1.4270	5166	--	--	UNESCO
universités	1261	6.38	1.0859	4306	--	4462	universities
night	1262	6.38	1.3076	4520	383	--	night
bonsoir	1263	6.38	0.9010	3450	1108	--	good evening
reine	1264	6.38	1.1586	4681	4264	1120	Queen
capable	1265	6.38	0.9666	3529	2826	1485	able
réfléchir	1266	6.38	1.1409	--	4770	--	think
spirituelle	1267	6.38	1.3231	--	--	3151	spiritual
honneur	1268	6.38	1.2103	2758	--	625	honor
salaires	1269	6.38	1.4270	4716	--	2445	wages
ferrari	1270	6.38	1.4553	4126	--	--	ferrari
après-midi	1271	6.38	1.1229	4298	3289	--	afternoon
savoie	1272	6.38	1.4270	3263	--	3722	savoie
possibilités	1273	6.38	1.0669	3689	--	2795	opportunities
europe	1274	6.38	1.2599	396	1571	362	europe
amsterdam	1275	6.38	1.3231	4127	--	--	amsterdam
aimait	1276	6.38	1.8394	--	--	4000	loved
don	1277	6.38	1.5372	1299	2169	1425	gift
toujours	1278	6.38	1.0859	303	136	111	always
dialogue	1279	6.38	1.0079	3052	--	2802	dialogue
forte	1280	6.38	1.2271	2045	1703	757	strong
equipe	1281	6.38	1.1586	2475	--	--	Team
retrouvé	1282	6.38	1.1045	--	3097	5152	found
porsche	1283	6.38	1.7366	3165	--	--	porsche
show	1284	6.36	0.9205	1306	609	--	show
invité	1285	6.36	1.0835	1860	3328	--	invited
actif	1286	6.36	1.1386	2612	--	2787	active
équipes	1287	6.36	1.1563	3206	--	--	teams
montpellier	1288	6.36	1.3815	1785	2372	5107	Montpellier
menu	1289	6.36	1.1911	818	3321	--	menu
initiative	1290	6.36	1.2898	2898	--	2037	initiative
volontaire	1291	6.36	1.3365	--	--	3773	willing
joué	1292	6.36	0.9205	3158	2023	3399	played
palmarès	1293	6.36	1.1563	2951	--	--	charts
équilibre	1294	6.36	0.9638	4263	--	1405	balance
souhaite	1295	6.36	1.0053	1921	687	--	wishes
madrid	1296	6.36	1.2739	2880	1851	3477	madrid
yeux	1297	6.36	1.2898	1375	519	380	eyes
seins	1298	6.36	1.1386	3989	2002	--	breasts
sports	1299	6.36	1.5748	445	3659	--	Sports
conseils	1300	6.36	1.0053	492	2275	1393	advice
obtenu	1301	6.36	1.0645	3818	--	1716	obtained
stories	1302	6.36	1.2578	--	2861	--	stories
royaume-uni	1303	6.36	1.3211	1658	--	--	UK
future	1304	6.36	1.2898	2954	2047	4170	future
légumes	1305	6.36	1.2415	3149	--	--	vegetables
true	1306	6.36	1.1205	--	1123	--	true
guitar	1307	6.36	1.4394	--	5081	--	guitar
esthétique	1308	6.36	1.1205	3482	--	2773	aesthetic
prime	1309	6.36	1.2249	3665	3686	4662	premium
coopération	1310	6.36	0.9638	2161	--	2310	cooperation
grandeur	1311	6.36	1.0645	--	--	1497	size
sensibilité	1312	6.36	1.2739	--	--	2203	sensitivity
réunir	1313	6.36	1.1386	--	--	2730	gather
golden	1314	6.36	1.3516	--	4485	--	golden
volontaires	1315	6.36	0.8981	--	--	4217	volunteers
événement	1316	6.36	1.0254	1951	--	1729	event
covoiturage	1317	6.36	1.3365	5053	--	--	carpooling
jazz	1318	6.36	1.1911	1713	--	--	jazz
vertu	1319	6.36	1.2249	2813	--	768	under
please	1320	6.36	1.1739	3798	192	--	please
kiffer	1321	6.36	1.7468	--	2885	--	kiffer
buts	1322	6.36	1.1205	--	3468	--	goals
intéresser	1323	6.36	1.1021	4843	--	--	interest
dédicace	1324	6.36	0.9205	--	4019	--	dedication
résoudre	1325	6.36	1.2739	--	--	2201	solve
midi-pyrénées	1326	6.36	1.2081	3833	--	--	midi-Pyrenees
fair	1327	6.34	1.3342	--	3660	--	fair
projet	1328	6.34	1.0224	318	778	432	project
kdo	1329	6.34	1.5066	--	4577	--	KDO
actifs	1330	6.34	1.0422	2787	--	4585	assets
confirmation	1331	6.34	1.0806	4171	--	--	confirmation
kiffé	1332	6.34	1.9755	--	3688	--	kiffé
préfère	1333	6.34	0.9817	--	1056	4991	prefer
touristique	1334	6.34	1.5986	4665	--	--	tourism
pêche	1335	6.34	1.4230	2114	4748	3387	fishing
nouveau	1336	6.34	0.8715	197	203	242	further
promouvoir	1337	6.34	0.9392	4317	--	--	promote
français	1338	6.34	1.1359	149	328	184	French
bleue	1339	6.34	1.2715	4635	--	--	Blue
légende	1340	6.34	1.0422	4165	--	3656	caption
doucement	1341	6.34	1.1178	--	4351	--	gently
madagascar	1342	6.34	1.2715	3766	--	--	Madagascar
acquérir	1343	6.34	1.0022	--	--	2947	acquire
pensée	1344	6.34	1.2390	3381	1291	361	thought
accepte	1345	6.34	0.9607	3365	--	3856	accept
franc	1346	6.34	1.0806	--	--	2842	franc
cheval	1347	6.34	1.1359	2654	3556	1477	horse
sûre	1348	6.34	1.1713	--	2245	--	safe
#haha	1349	6.34	1.4792	--	4486	--	# Haha
essentielles	1350	6.34	1.1178	--	--	4417	essential
skype	1351	6.34	1.3494	--	948	--	skype
nouvelles	1352	6.34	1.0616	424	827	406	news
video	1353	6.34	1.2875	372	131	--	video
hmmm	1354	6.34	1.5201	--	4197	--	hmmm
enseignement	1355	6.34	1.1359	832	--	619	education
hey	1356	6.34	1.2056	--	322	--	hey
universel	1357	6.34	1.0422	--	--	2033	Universal
glad	1358	6.34	1.6113	--	3955	--	glad
dormi	1359	6.34	1.0994	--	1966	--	slept
albums	1360	6.34	1.0422	1331	3402	--	albums
célèbres	1361	6.34	1.1713	--	--	4962	famous
trouvée	1362	6.34	1.0422	--	--	4804	found
palais	1363	6.32	1.2196	2845	4018	1201	Palace
accouchement	1364	6.32	1.7431	2794	--	--	childbirth
activités	1365	6.32	0.8676	487	--	1320	activities
liked	1366	6.32	1.0774	--	324	--	liked
correcte	1367	6.32	0.9781	2372	--	--	correct
boissons	1368	6.32	1.0190	3702	--	--	beverages
divin	1369	6.32	1.8565	--	--	2689	Divine
raconter	1370	6.32	1.0962	--	2703	--	recount
canadienne	1371	6.32	1.1856	3260	--	--	Canadian
vallée	1372	6.32	0.9781	3820	--	1919	Valley
échanges	1373	6.32	1.2362	2928	--	2432	exchanges
marcher	1374	6.32	1.2526	--	2618	2838	walk
vêtements	1375	6.32	1.2526	1160	3961	4073	clothing
jardinage	1376	6.32	1.3161	5098	--	--	gardening
personnalisé	1377	6.32	0.9988	4919	--	--	Custom
retrouver	1378	6.32	1.0388	1543	1616	2181	recover
valider	1379	6.32	1.1328	4272	--	--	validate
irlande	1380	6.32	1.3005	2128	--	5040	ireland
thinking	1381	6.32	1.1147	--	3356	--	thinking
développement	1382	6.32	0.9988	297	2999	325	development
participer	1383	6.32	1.0388	1600	2407	3547	participate
hehe	1384	6.32	1.3468	--	2022	--	hehe
rapide	1385	6.32	0.9781	896	2588	1416	Quick
brésil	1386	6.32	1.2848	2414	4683	4276	brazil
spirituel	1387	6.32	1.3768	--	--	3378	spiritual
cream	1388	6.32	1.0583	--	5216	--	cream
green	1389	6.32	0.9781	4231	2871	--	green
aspirations	1390	6.32	1.1856	--	--	5071	aspirations
sport	1391	6.32	1.5178	275	1004	--	Sports
mari	1392	6.32	1.2526	3836	2177	1225	husband
l'avion	1393	6.32	1.2196	--	3181	--	Plane
dessins	1394	6.32	0.9988	2987	4999	4454	drawings
conversation	1395	6.32	0.9570	--	2490	2905	Conversation
aise	1396	6.32	0.9988	--	--	4736	ease
conception	1397	6.32	1.0774	1478	--	1061	design
mddr	1398	6.32	1.8007	--	1118	--	MDDR
alpes	1399	6.32	1.2196	2092	--	3582	alps
végétation	1400	6.32	1.3005	--	--	4724	vegetation
vin	1401	6.32	1.5576	1279	2020	1703	wine
léger	1402	6.32	0.9355	4557	--	3247	light
paye	1403	6.32	1.5576	--	2108	--	pay
destination	1404	6.32	1.0962	2601	--	3275	destination
maisons	1405	6.32	1.2027	1594	--	1050	houses
eyes	1406	6.32	1.1683	--	2207	--	eyes
accroître	1407	6.32	1.1328	--	--	4104	increase
accords	1408	6.32	1.1683	4250	--	3312	agreements
cousin	1409	6.32	1.1507	--	1916	4510	cousin
considération	1410	6.32	0.9570	--	--	1896	account
américaine	1411	6.32	1.3915	3088	4195	2452	American
puériculture	1412	6.32	1.1328	2189	--	--	childcare
écouter	1413	6.32	1.0583	3237	1340	5035	hear
trouvés	1414	6.32	1.1507	--	--	5052	found
construire	1415	6.32	1.1683	2633	--	2158	build
live	1416	6.32	1.0962	713	65	--	live
garçon	1417	6.30	1.2330	3906	1987	3838	boy
recrute	1418	6.30	1.0926	2830	4196	--	recruits
entière	1419	6.30	1.0926	2935	--	1035	full
acteurs	1420	6.30	0.9530	1546	4614	2429	actors
habile	1421	6.30	1.0152	--	--	3712	skilled
jus	1422	6.30	1.1650	5186	2678	--	juice
affirmation	1423	6.30	0.8864	--	--	3053	statement
vallées	1424	6.30	1.1995	--	--	4790	valleys
#joke	1425	6.30	1.4463	--	3537	--	# Joke
cash	1426	6.30	1.2495	--	3669	--	cash
avignon	1427	6.30	1.0926	4573	--	--	Avignon
totalité	1428	6.30	1.2164	--	--	2150	all
démocratique	1429	6.30	1.5682	5024	--	2622	Democratic
pyjama	1430	6.30	1.2976	--	4208	--	pajamas
google	1431	6.30	1.1995	550	477	--	google
facilement	1432	6.30	1.1650	2459	4312	1290	easily
trust	1433	6.30	1.6690	--	4258	--	trust
expo	1434	6.30	1.0351	4429	--	--	expo
season	1435	6.30	1.1995	--	2340	--	season
participation	1436	6.30	0.9742	1692	--	1828	participation
visite	1437	6.30	1.1294	785	1575	1712	visit
songe	1438	6.30	1.2817	--	--	3685	dream
max	1439	6.30	1.1824	1424	1594	--	max
vouloir	1440	6.30	1.1824	3496	2165	1247	will
plume	1441	6.30	1.1112	--	--	3172	pen
billets	1442	6.30	1.3590	1928	2951	4408	Tickets
offre	1443	6.30	0.7890	268	1001	990	offers
apprentissage	1444	6.30	1.1294	2156	--	3071	learning
encyclopédie	1445	6.30	1.1650	1428	--	--	encyclopedia
mobilité	1446	6.30	1.2164	1842	--	5062	mobility
restauration	1447	6.30	0.9742	1880	--	3042	restoration
mail	1448	6.30	1.0738	689	1391	--	Email
active	1449	6.30	0.8631	2387	--	2087	active
exprimer	1450	6.30	0.9949	5104	--	1840	express
pratique	1451	6.30	1.1995	507	2519	522	practice
tonight	1452	6.30	1.2330	--	869	--	tonight
consentement	1453	6.30	1.0351	--	--	3191	consent
maximum	1454	6.30	1.3132	1542	4885	1870	maximum
vif	1455	6.30	1.0926	--	--	2915	bright
shows	1456	6.28	1.2461	--	4383	--	shows
discount	1457	6.28	1.4574	2983	--	--	Discount
records	1458	6.28	1.1073	4404	4461	--	records
agir	1459	6.28	1.1073	3471	--	1288	act
beaucoup	1460	6.28	1.1073	470	248	164	a lot
picasso	1461	6.28	1.4988	5140	--	--	picasso
valeur	1462	6.28	1.0887	767	3102	287	worth
apple	1463	6.28	1.6542	1801	1040	--	apple
million	1464	6.28	1.2784	5132	1516	4751	million
vidéo	1465	6.28	0.9697	94	262	--	Video
âmes	1466	6.28	1.4434	--	--	2209	souls
promise	1467	6.28	0.9485	--	5166	--	Promised
considérée	1468	6.28	1.0506	--	--	2285	considered
premiere	1469	6.28	1.2461	4441	2385	--	first
won	1470	6.28	1.4434	--	5049	--	won
1st	1471	6.28	1.1436	--	3558	--	1st
solide	1472	6.28	1.1436	--	--	2402	solid
fashion	1473	6.28	1.5391	4188	3465	--	fashion
allaitement	1474	6.28	1.2784	4870	--	--	feeding
immense	1475	6.28	1.0506	--	--	1463	huge
etudes	1476	6.28	1.3708	1167	--	4693	studies
croissante	1477	6.28	0.9044	--	--	4845	increasing
save	1478	6.28	1.2296	4611	2291	--	save
neufs	1479	6.28	0.9906	3951	--	--	New
proud	1480	6.28	1.4714	--	1646	--	proud
insolite	1481	6.28	0.9906	3385	--	--	unusual
new	1482	6.28	0.9044	511	139	1417	new
charité	1483	6.28	1.5654	--	--	2466	charity
boutiques	1484	6.28	1.1613	930	--	--	shops
regard	1485	6.28	1.1787	2317	2235	1107	look
computer	1486	6.28	1.1787	4854	--	--	computer
remède	1487	6.28	1.0698	--	--	4236	remedy
ouvert	1488	6.28	0.8340	1518	1781	1957	open
approbation	1489	6.28	1.1787	--	--	3539	approval
mdr'	1490	6.28	1.9487	--	5217	--	lol '
abolition	1491	6.28	1.3407	--	--	5191	abolition
cerveau	1492	6.28	1.4003	--	2184	2685	brain
langage	1493	6.28	1.1256	1974	--	744	language
populaires	1494	6.28	1.0110	1370	--	2523	Popular
connectés	1495	6.28	0.9697	1679	--	--	connected
disponibles	1496	6.28	1.1436	761	--	--	available
kiffe	1497	6.28	1.7148	--	2033	--	kiffe
étonnant	1498	6.28	1.1256	--	--	4691	surprising
équipe	1499	6.28	0.9044	739	1929	3731	team
always	1500	6.28	1.2461	--	768	--	always
rights	1501	6.28	1.1256	2675	--	--	rights
crée	1502	6.28	1.2623	2876	3280	3225	creates
existe	1503	6.28	1.1436	897	1304	458	are
color	1504	6.28	0.9697	4925	--	--	color
maximale	1505	6.28	1.4148	5254	--	--	Maximum
offres	1506	6.28	1.1787	315	2759	--	Offers
réalisée	1507	6.28	1.0506	3901	--	4329	performed
project	1508	6.26	1.1214	3097	3025	--	project
smartphone	1509	6.26	1.5624	--	3275	--	Smartphone
echanges	1510	6.26	0.8992	4903	--	--	exchanges
avancer	1511	6.26	1.0844	--	--	3900	advance
ame	1512	6.26	1.2090	--	--	4503	soul
moderne	1513	6.26	1.1395	2310	--	956	modern
françaises	1514	6.26	1.2423	2668	2682	1595	French
parler	1515	6.26	1.0063	1329	330	477	speak
garanti	1516	6.26	0.9216	3213	--	--	Guaranteed
raconte	1517	6.26	0.9649	5253	1481	3338	says
ailes	1518	6.26	1.1747	--	--	4506	wings
anglaise	1519	6.26	1.2257	3942	--	2022	English
sûr	1520	6.26	0.9216	1449	1029	1186	secure
baladeur	1521	6.26	0.9858	4827	--	--	player
sommet	1522	6.26	1.4682	3722	3943	2134	top
j'aimerais	1523	6.26	1.2090	--	1015	--	I would like to
language	1524	6.26	1.1031	3773	5124	--	language
fitness	1525	6.26	1.5093	3360	--	--	fitness
conte	1526	6.26	1.4401	--	--	4998	story
idea	1527	6.26	1.0461	--	3148	--	idea
avril	1528	6.26	1.3219	285	2557	548	April
histoires	1529	6.26	1.3822	3176	3299	4479	stories
country	1530	6.26	1.1031	3266	3410	--	country
espaces	1531	6.26	1.2090	2397	--	3322	spaces
écoute	1532	6.26	1.2090	2756	1539	5111	listening
pictures	1533	6.26	1.1214	--	3681	--	pictures
délicate	1534	6.26	1.1920	--	--	4997	delicate
récolte	1535	6.26	1.1214	--	--	4018	harvesting
vives	1536	6.26	1.0844	--	--	3819	bright
sein	1537	6.26	1.1031	1285	4009	749	within
facultés	1538	6.26	0.9649	--	--	2191	faculties
mangé	1539	6.26	1.1920	--	1548	--	ate
civilisation	1540	6.26	1.3674	--	--	1276	civilization
privilège	1541	6.26	1.4682	--	--	3290	privilege
barcelona	1542	6.26	1.2747	--	4740	--	barcelona
premium	1543	6.26	1.2423	2792	--	--	Premium
languedoc-roussillon	1544	6.26	1.2423	3893	--	--	Languedoc-Roussillon
high-tech	1545	6.26	1.2747	1302	--	--	high-tech
utiles	1546	6.26	1.1747	1122	--	2314	Useful
ouverture	1547	6.26	0.9216	1012	3778	1296	opening
augmenter	1548	6.26	1.1214	2678	--	2317	increase
connaitre	1549	6.26	0.9649	4704	2800	--	know
aaah	1550	6.24	1.6606	--	2027	--	aaah
documentaire	1551	6.24	1.0606	2888	4939	--	documentary
affections	1552	6.24	1.8796	--	--	4087	conditions
series	1553	6.24	1.3334	2994	3927	--	series
elle	1554	6.24	1.3024	79	62	39	it
connaître	1555	6.24	1.1350	1112	2958	650	know
ptdrrr	1556	6.24	2.3348	--	2125	--	ptdrrr
compagnie	1557	6.24	1.1168	1685	2681	815	company
pain	1558	6.24	1.5328	2655	1711	2010	bread
sportives	1559	6.24	0.9806	4564	--	--	Sports
préférence	1560	6.24	0.9381	--	--	2952	preference
domicile	1561	6.24	1.3024	1522	3979	2767	home
mademoiselle	1562	6.24	1.0214	--	--	4552	miss
artisans	1563	6.24	0.9806	3990	--	4700	artisans
accord	1564	6.24	1.2545	820	2635	673	agreement
francophones	1565	6.24	1.2048	4952	--	--	French
intéresse	1566	6.24	1.1168	4072	--	3431	interested
l'arrivée	1567	6.24	1.0606	--	5118	--	arrival
chalet	1568	6.24	1.1704	5100	--	--	cottage
pardonne	1569	6.24	1.3334	--	4987	--	forgive
nés	1570	6.24	0.9596	--	--	4149	born
fortes	1571	6.24	1.1528	--	--	2290	strong
awards	1572	6.24	1.4786	--	1685	--	awards
l'écoute	1573	6.24	1.0797	--	5144	--	listening
littéraires	1574	6.24	1.3786	--	--	3385	literary
intéressés	1575	6.24	0.9596	--	--	3898	interested
rénovation	1576	6.24	0.8704	4974	--	--	renovation
exactitude	1577	6.24	1.0797	4684	--	4058	accuracy
plante	1578	6.24	1.3180	4496	--	3484	plant
united	1579	6.24	1.0984	2520	3570	--	united
poitrine	1580	6.24	1.1528	--	--	4272	chest
acteur	1581	6.24	0.9806	3564	--	--	player
regards	1582	6.24	1.1704	--	--	3352	looks
hyper	1583	6.24	1.2048	--	2814	--	hyper
verte	1584	6.24	1.0984	3400	4618	--	Green
born	1585	6.24	1.3180	--	2518	--	born
magazines	1586	6.24	1.3180	3018	--	--	magazines
savants	1587	6.24	1.2216	--	--	2727	scholars
florence	1588	6.24	1.3637	4341	--	4257	florence
avions	1589	6.24	1.3024	3572	--	1658	aircraft
emplois	1590	6.24	1.3334	1322	5027	2847	jobs
j'espere	1591	6.22	1.1480	--	1795	--	I hope
fresh	1592	6.22	0.9322	--	4357	--	fresh
Études	1593	6.22	1.1480	4888	--	--	Studies
compris	1594	6.22	0.9322	1178	502	852	including
profiter	1595	6.22	1.6199	3227	2344	3613	benefit
italienne	1596	6.22	1.1657	--	--	3566	Italian
humains	1597	6.22	1.4039	4203	--	2929	human
poule	1598	6.22	1.2002	--	4289	--	hen
vintage	1599	6.22	1.0746	--	3469	--	Vintage
bed	1600	6.22	1.3746	--	1867	--	bed
norvège	1601	6.22	1.1657	3463	--	--	norway
possibles	1602	6.22	1.0934	3720	--	2142	possible
mémoires	1603	6.22	0.9322	3663	--	1488	memories
#promotion	1604	6.22	1.4327	--	4175	--	# Promotion
photoshop	1605	6.22	1.3445	4278	4162	--	photoshop
aide	1606	6.22	1.1119	80	2264	638	help
crème	1607	6.22	1.0359	2962	3572	--	cream
accroissement	1608	6.22	1.0934	--	--	2042	increase
réalité	1609	6.22	0.9957	1959	2196	478	reality
citoyen	1610	6.22	1.3746	5048	--	1659	citizen
tgv	1611	6.22	1.1301	--	5197	--	TGV
récits	1612	6.22	1.1657	--	--	3321	stories
aah	1613	6.22	1.7058	--	2520	--	aah
recréer	1614	6.22	1.1657	4624	--	--	recreate
accueil	1615	6.22	0.9538	58	--	3301	welcome
comprise	1616	6.22	1.2664	--	--	4365	included
jtm	1617	6.22	1.7646	--	3238	--	jtm
associations	1618	6.22	1.3893	1090	--	2144	associations
ski	1619	6.22	1.3445	1682	1932	--	Skiing
space	1620	6.22	1.3293	4150	4405	--	space
penser	1621	6.22	1.0746	2493	802	892	think
réflexion	1622	6.22	1.1119	2915	--	1450	reflection
avance	1623	6.22	1.0160	1435	2155	1291	advance
wikipedia	1624	6.22	1.2337	2110	--	--	wikipedia
soirs	1625	6.22	1.2002	--	4323	--	night
valide	1626	6.22	0.9957	5004	4981	--	valid
professionnels	1627	6.22	1.0746	757	--	4339	professionals
défi	1628	6.22	1.0746	4523	4495	--	challenge
préserver	1629	6.22	1.1830	--	--	5260	preserve
professionnelle	1630	6.22	1.1301	1134	--	2868	professional
payé	1631	6.22	1.2337	--	3580	4038	paid
monuments	1632	6.22	1.2002	--	--	2833	monuments
carrière	1633	6.22	1.0554	2523	4109	1912	career
poisson	1634	6.22	1.1119	3397	3172	3970	fish
but	1635	6.22	1.2337	954	193	415	goal
puissant	1636	6.22	1.2982	--	--	2180	powerful
toi	1637	6.22	1.1657	642	46	1448	you
philosophes	1638	6.22	1.3596	--	--	2340	philosophers
apprend	1639	6.22	1.0359	--	4261	2943	learn
international	1640	6.22	1.3596	346	1810	1091	International
tonton	1641	6.22	1.1119	--	4358	--	Uncle
exposition	1642	6.22	1.0934	1326	--	2267	exposure
youtube	1643	6.22	1.4184	3512	721	--	youtube
révélation	1644	6.22	1.1480	--	--	3845	revelation
