word,pos
consist,Verb (intransitive)
consociate,Verb (usu participle)
consociate,Adjective
consociate,Noun
consociation,Noun
consocies,Noun
consolable,Adjective
consolata,Noun
consolation,Noun
consolatory,Adjective
consoled,Verb (transitive)
consoler,Noun
consolette,Noun
console,Verb (usu participle)
console,Noun
consolidated,Verb (usu participle)
consolidate,Verb (usu participle)
consolidating,Verb (usu participle)
consolidation,Noun
consolidative,Adjective
consolidator,Noun
consolingly,Adjective
consoling,Verb (transitive)
consolitorily,Adverb
consolitoriness,Noun
consols,Plural
consolute,Adjective
consol,Noun
consomm,Noun
consonance,Noun
consonantalized,Verb (transitive)
consonantalized,Verb (intransitive)
consonantalize,Verb (transitive)
consonantalize,Verb (intransitive)
consonantalizing,Verb (transitive)
consonantalizing,Verb (intransitive)
consonantally,Adverb
consonantal,Adjective
consonantised,Verb (transitive)
consonantised,Verb (intransitive)
consonantise,Verb (transitive)
consonantise,Verb (intransitive)
consonantising,Verb (transitive)
consonantising,Verb (intransitive)
consonantism,Noun
consonantized,Verb (transitive)
consonantized,Verb (intransitive)
consonantize,Verb (transitive)
consonantize,Verb (intransitive)
consonantizing,Verb (transitive)
consonantizing,Verb (intransitive)
consonantly,Adverb
consonant,Noun
consortable,Adjective
consorter,Noun
consortial,Adjective
consortion,Noun
consortitia,Plural
consortium,Noun
consort,Verb (usu participle)
consort,Verb (intransitive)
consort,Verb (transitive)
consort,Noun
conspecific,Adjective
conspectuses,Plural
conspectus,Noun
consperg,Noun
conspicuity,Noun
conspicuously,Adverb
conspicuousness,Noun
conspicuous,Adjective
conspiracies,Plural
conspiracy,Noun
conspirative,Adjective
conspiratorially,Adverb
conspiratorial,Adjective
conspirator,Noun
conspiratress,Noun
conspired,Verb (usu participle)
conspire,Verb (usu participle)
conspire,Verb (intransitive)
conspiringly,Adverb
conspiring,Verb (usu participle)
constableship,Noun
constable,Noun
constabularies,Plural
constabulary,NA
constance,Noun
constancia,Noun
constancy,Noun
constantan,Noun
constanta,Noun
constantia,Noun
constantina,Noun
constantine,Noun
constantinian,Adjective
constantinople,Noun
constantino,Noun
constantin,Noun
constantly,Adverb
constant,Adjective
constant,Noun
constatation,Noun
constellated,Verb (intransitive)
constellated,Verb (transitive)
constellate,Verb (usu participle)
constellating,Verb (intransitive)
constellating,Verb (transitive)
constellation,Noun
constellatory,Adjective
consternated,Verb (transitive)
consternate,Verb (transitive)
consternating,Verb (transitive)
consternation,Noun
conster,Verb (transitive)
conster,Verb (intransitive)
constipated,Verb (transitive)
constipate,Verb (transitive)
constipating,Verb (transitive)
constipation,Noun
constituencies,Plural
constituency,Noun
constituently,Adverb
constituent,Adjective
constituent,Noun
constituted,Verb (transitive)
constituter,Noun
constitute,Verb (transitive)
constituting,Verb (transitive)
constitutionalism,Noun
constitutionalist,Noun
constitutionality,Noun
constitutionally,Adverb
constitutional,Adjective
constitutional,Noun
constitution,Noun
constitutively,Adverb
constitutive,Adjective
constitutor,Noun
constrainable,Adjective
constrainedly,Adverb
constrained,Adjective
constrainer,Noun
constrainingly,Adverb
constraint,Noun
constrain,Verb (transitive)
constriction,Noun
constrictive,Adjective
constrictor,Noun
constrict,Verb (transitive)
constringed,Verb (transitive)
constringency,Noun
constringent,Adjective
constringe,Verb (transitive)
constringing,Verb (transitive)
construability,Noun
construable,Adjective
constructer,Noun
constructible,Adjective
constructionally,Adverb
constructional,Adjective
constructionism,Noun
constructionist,Noun
construction,Noun
constructively,Adverb
constructiveness,Noun
constructive,Adjective
constructivism,Noun
constructivist,NA
constructor,Noun
construct,Verb (usu participle)
construct,Noun
construed,Verb (usu participle)
construer,Noun
construe,Verb (usu participle)
construe,Noun
construing,Verb (usu participle)
constr,Noun
const,Noun
consubstantialism,Noun
consubstantialist,Noun
consubstantiality,Noun
consubstantially,Adverb
consubstantial,Adjective
consubstantiated,Verb (usu participle)
consubstantiate,Verb (intransitive)
consubstantiating,Verb (usu participle)
consubstantiation,Noun
consuela,Noun
consuelo,Noun
consuetude,Noun
consuetudinary,Adjective
consular,Adjective
consulate,Noun
consulship,Noun
consultable,Adjective
consultant,Noun
consultation,Noun
consultatively,Adverb
consultative,Adjective
consulter,Noun
consulting,Adjective
consultive,Adjective
consult,Verb (usu participle)
consult,Verb (transitive)
consult,Verb (intransitive)
consul,Noun
consumable,Adjective
consumable,Noun
consumedly,Adverb
consumed,Verb (usu participle)
consumerism,NA
consumer,Noun
consume,Verb (transitive)
consume,Verb (intransitive)
consumingly,Adverb
consumingness,Noun
consuming,Verb (usu participle)
consummated,Verb (usu participle)
consummately,Adverb
consummate,Verb (usu participle)
consummate,Verb (transitive)
consummate,Adjective
consummating,Verb (usu participle)
consummation,Noun
consummative,Adjective
consummatory,Adjective
consummator,Noun
consumption,Noun
consumptively,Adverb
consumptiveness,Noun
consumptive,Adjective
consumptive,Noun
consus,Noun
cons,Noun
cons,Verb (usu participle)
contactant,Noun
contactor,Noun
contactually,Adverb
contactual,Adjective
contact,Noun
contact,Verb (usu participle)
contact,Interjection
contaggia,Plural
contagioned,Adjective
contagion,Noun
contagiosity,Noun
contagiously,Adverb
contagiousness,Noun
contagious,Adjective
contagium,Noun
containable,Adjective
containedly,Adverb
contained,Adjective
containerboard,Noun
containerization,Noun
containerized,Verb (transitive)
containerize,Verb (transitive)
containerizing,Verb (transitive)
container,Noun
containment,Noun
contain,Verb (transitive)
contakionkia,Plural
contakion,Noun
contaminable,Adjective
contaminant,Noun
contaminated,Verb (usu participle)
contaminate,Verb (usu participle)
contaminate,Verb (transitive)
contaminate,Adjective
contaminating,Verb (usu participle)
contamination,Noun
contaminative,Adjective
contaminator,Noun
contaminous,Adjective
contam,Noun
contangoes,Plural
contangos,Plural
contango,Noun
contango,Verb (usu participle)
contd,Noun
contemner,Noun
contemnible,Adjective
contemnibly,Adverb
contemningly,Adverb
contemn,Verb (transitive)
contemplable,Adjective
contemplated,Verb (usu participle)
contemplate,Verb (usu participle)
contemplate,Verb (intransitive)
contemplatingly,Adverb
contemplating,Verb (usu participle)
contemplation,Noun
contemplatively,Adverb
contemplativeness,Noun
contemplative,Adjective
contemplative,Noun
contemplator,Noun
contemporaneity,Noun
contemporaneously,Adverb
contemporaneousness,Noun
contemporaneous,Adjective
contemporaries,Plural
contemporarily,Adverb
contemporariness,Noun
contemporary,Adjective
contemporary,Noun
contemporised,Verb (transitive)
contemporised,Verb (intransitive)
contemporise,Verb (transitive)
contemporise,Verb (intransitive)
contemporising,Verb (transitive)
contemporising,Verb (intransitive)
contemporized,Verb (usu participle)
contemporize,Verb (usu participle)
contemporizing,Verb (usu participle)
contemptibility,Noun
contemptibleness,Noun
contemptible,Adjective
contemptibly,Adverb
contemptuously,Adverb
contemptuousness,Noun
contemptuous,Adjective
contempt,Noun
contemp,Noun
contendingly,Adverb
contend,Verb (intransitive)
contend,Verb (transitive)
contentable,Adjective
contentedly,Adverb
contentedness,Noun
contented,Adjective
contentional,Adjective
contention,Noun
contentiously,Adverb
contentiousness,Noun
contentious,Adjective
contently,Adverb
contentment,Noun
contentness,Noun
content,Noun
content,Verb (transitive)
content,Interjection
conterminously,Adverb
conterminousness,Noun
conterminous,Adjective
contestableness,Noun
contestable,Adjective
contestably,Adverb
contestant,Noun
contestation,Noun
contester,Noun
contestingly,Adverb
contest,Noun
contest,Verb (usu participle)
contest,Verb (transitive)
contes,Plural
contextualize,Verb (transitive)
contextually,Adverb
contextual,Adjective
contextural,Adjective
contextured,Adjective
contexture,Noun
context,Noun
conte,Noun
contg,Noun
contiguities,Plural
contiguity,Noun
contiguously,Adverb
contiguousness,Noun
contiguous,Adjective
continence,Noun
continentalism,Noun
continentalist,Noun
continentality,Noun
continentally,Adverb
continental,Adjective
continental,Noun
continently,Adverb
continent,Noun
continent,NA
contingence,Noun
contingencies,Plural
contingency,Noun
contingently,Adverb
contingent,Adjective
contingent,Noun
continuable,Adjective
continuality,Noun
continually,Adverb
continualness,Noun
continual,Adjective
continuance,Noun
continuant,NA
continuately,Adverb
continuateness,Noun
continuate,Adjective
continuation,Noun
continuatively,Adverb
continuativeness,Noun
continuative,Adjective
continuative,Noun
continuator,Noun
continuedly,Adverb
continuedness,Noun
continued,Verb (usu participle)
continuer,Noun
continue,Verb (usu participle)
continue,Verb (transitive)
continuingly,Adverb
continuing,Verb (usu participle)
continuities,Plural
continuity,Noun
continuos,Plural
continuously,Adverb
continuousness,Noun
continuous,Adjective
continuo,Noun
continuum,Noun
conti,Noun
contoid,Adjective
contoid,Noun
contoise,Noun
contortedly,Adverb
contortedness,Noun
contorted,Adjective
contortional,Adjective
contortioned,Adjective
contortionistic,Adjective
contortionist,Noun
contortion,Noun
contortively,Adverb
contortive,Adjective
contort,Verb (usu participle)
contos,Plural
contour,Noun
contour,Verb (transitive)
conto,Noun
contrabandism,Noun
contrabandist,Noun
contraband,NA
contrabassist,Noun
contrabassoonist,Noun
contrabassoon,Noun
contrabass,NA
contraception,Noun
contraceptive,Adjective
contraceptive,Noun
contraclockwise,Adjective
contraclockwise,Adverb
contractedly,Adverb
contractedness,Noun
contracted,Adjective
contractibility,Noun
contractibleness,Noun
contractible,Adjective
contractibly,Adverb
contractile,Adjective
contractility,Noun
contractional,Adjective
contraction,Noun
contractively,Adverb
contractiveness,Noun
contractive,Adjective
contractor,Noun
contractually,Adverb
contractual,Adjective
contractured,Adjective
contracture,Noun
contract,Verb (usu participle)
contract,Verb (transitive)
contract,Noun
contradance,Noun
contradictable,Adjective
contradicter,Noun
contradiction,Noun
contradictiously,Adverb
contradictiousness,Noun
contradictious,Adjective
contradictively,Adverb
contradictiveness,Noun
contradictive,Adjective
contradictories,Plural
contradictorily,Adverb
contradictoriness,Noun
contradictory,Adjective
contradictory,Noun
contradictor,Noun
contradict,Verb (transitive)
contradict,Verb (intransitive)
contradistinction,Noun
contradistinctively,Adverb
contradistinctive,Adjective
contradistinguish,Verb (transitive)
contrail,Noun
contraindicant,Noun
contraindicated,Verb (transitive)
contraindicate,Verb (transitive)
contraindicating,Verb (transitive)
contraindication,Noun
contraltos,Plural
contralto,NA
contraoctave,Noun
contraorbitally,Adverb
contraorbital,Adjective
contrapletal,Adjective
contraplete,Noun
contraposed,Verb (transitive)
contrapose,Verb (transitive)
contraposing,Verb (transitive)
contraposition,Noun
contrapositive,Adjective
contrapositive,Noun
contrappostos,Plural
contrapposto,Noun
contraprop,Noun
contraption,Noun
contraptious,Adjective
contrapuntally,Adverb
contrapuntal,Adjective
contrapuntist,Noun
contrarieties,Plural
contrariety,Noun
contrarily,Adverb
contrariness,Noun
contrariously,Adverb
contrariousness,Noun
contrarious,Adjective
contrariwise,Adverb
contrary,Adjective
contrary,Noun
contrary,Adverb
contrastable,Adjective
contrastably,Adverb
contrastedly,Adverb
contraste,Noun
contrastingly,Adverb
contrastively,Adverb
contrastive,Adjective
contrasty,Adjective
contrast,Verb (usu participle)
contrast,Noun
contrasuggestible,Adjective
contrate,Adjective
contravallation,Noun
contravened,Verb (transitive)
contravener,Noun
contravene,Verb (transitive)
contravening,Verb (transitive)
contravention,Noun
contrayerva,Noun
contra,Preposition
contra,Adverb
contre-partie,Noun
contrecoup,Noun
contredanses,Plural
contredanse,Noun
contretemps,Noun
contributable,Adjective
contributed,Verb (usu participle)
contribute,Verb (usu participle)
contribute,Verb (intransitive)
contributing,Verb (usu participle)
contributional,Adjective
contribution,Noun
contributively,Adverb
contributiveness,Noun
contributive,Adjective
contributorial,Adjective
contributories,Plural
contributory,Adjective
contributory,Noun
contributor,Noun
contrib,Noun
contritely,Adverb
contriteness,Noun
contrite,Adjective
contrition,Noun
contrivable,Adjective
contrivance,Noun
contrived,Adjective
contriver,Noun
contrive,Verb (transitive)
contriving,Verb (usu participle)
controllability,Noun
controllable-pitch,Adjective
controllableness,Noun
controllable,Adjective
controllably,Adverb
controlled,Verb (usu participle)
controllership,Noun
controller,Noun
controlless,Adjective
controllingly,Adverb
controlling,Verb (usu participle)
control,Verb (usu participle)
control,Noun
controversialism,Noun
controversialist,Noun
controversially,Adverb
controversial,Adjective
controversies,Plural
controversy,Noun
controverter,Noun
controvertible,Adjective
controvertibly,Adverb
controvertist,Noun
controvert,Verb (transitive)
contr,Noun
conttinua,Plural
contumacies,Plural
contumaciously,Adverb
contumaciousness,Noun
contumacious,Adjective
contumacity,Noun
contumacy,Noun
contumelies,Plural
contumeliously,Adverb
contumeliousness,Noun
contumelious,Adjective
contumely,Noun
contused,Verb (transitive)
contuse,Verb (transitive)
contusing,Verb (transitive)
contusioned,Adjective
contusion,Noun
contusive,Adjective
cont,Noun
conundrum,Noun
conurbation,Noun
conure,Noun
convalesced,Verb (intransitive)
convalescence,NA
convalescently,Adverb
convalescent,Adjective
convalescent,Noun
convalesce,Verb (intransitive)
convalescing,Verb (intransitive)
convallariaceous,Adjective
convectional,Adjective
convection,Noun
convectively,Adverb
convective,Adjective
convector,Noun
convect,Verb (transitive)
convect,Verb (intransitive)
convenable,Adjective
convenably,Adverb
convenances,Plural
convenance,Noun
convened,Verb (usu participle)
convener,Noun
convene,Verb (usu participle)
convene,Verb (transitive)
convenience,Noun
conveniencies,Plural
conveniency,Noun
conveniently,Adverb
convenient,Adjective
convening,Verb (usu participle)
conventicler,Noun
conventicle,Noun
conventicular,Adjective
conventionalisation,Noun
conventionalised,Verb (transitive)
conventionalise,Verb (transitive)
conventionalising,Verb (transitive)
conventionalism,Noun
conventionalist,Noun
conventionalities,Plural
conventionality,Noun
conventionalization,Noun
conventionalized,Verb (transitive)
conventionalize,Verb (transitive)
conventionalizing,Verb (transitive)
conventionally,Adverb
conventional,Adjective
conventional,Noun
conventioneer,Noun
conventioner,Noun
convention,Noun
conventually,Adjective
conventual,Adjective
conventual,Noun
convent,Noun
converged,Verb (usu participle)
convergence,Noun
convergently,Adverb
convergent,Adjective
converge,Verb (usu participle)
converge,Verb (intransitive)
converging,Verb (usu participle)
conversableness,Noun
conversable,Adjective
conversably,Adverb
conversance,Noun
conversancy,Noun
conversantly,Adverb
conversant,Adjective
conversationalist,Noun
conversationally,Adverb
conversational,Adjective
conversation,Noun
conversazione,Noun
conversazioni,Plural
conversed,Verb (usu participle)
conversely,Adverb
converser,Noun
converse,Noun
converse,Verb (usu participle)
converse,Verb (intransitive)
converse,Adjective
conversing,Verb (usu participle)
conversion,Noun
conversusi,Plural
conversus,Noun
converted,Adjective
converter,Noun
convertibility,Noun
convertibleness,Noun
convertible,Adjective
convertible,Noun
convertibly,Adverb
convertin,Noun
convertiplane,Noun
convertite,Noun
convertive,Adjective
convert,Verb (usu participle)
convert,Verb (intransitive)
convert,Noun
convery,Noun
convexedly,Adverb
convexedness,Noun
convexities,Plural
convexity,Noun
convexly,Adverb
convexo-concave,Adjective
convexo-convex,Adjective
convexo-plane,Adjective
convex,Adjective
convex,Verb (transitive)
conveyable,Adjective
conveyancer,Noun
conveyance,Noun
conveyancing,Noun
conveyorization,Noun
conveyorized,Verb (transitive)
conveyorizer,Noun
conveyorize,Verb (transitive)
conveyorizing,Verb (transitive)
conveyor,Noun
convey,Verb (transitive)
convictable,Adjective
convictfishes,Plural
convictfish,Noun
convictible,Adjective
convictional,Adjective
conviction,Noun
convictively,Adverb
convictive,Adjective
convict,Verb (usu participle)
convict,Verb (transitive)
convict,Noun
convict,Adjective
convincedly,Adverb
convincedness,Noun
convinced,Verb (transitive)
convincer,Noun
convince,Verb (transitive)
convincibility,Noun
convincible,Adjective
convincingly,Adverb
convincingness,Noun
convincing,Adjective
convives,Plural
convive,Noun
convivialist,Noun
conviviality,Noun
convivially,Adverb
convivial,Adjective
convocant,Noun
convocationally,Adverb
convocational,Adjective
convocation,Noun
convocative,Adjective
convocator,Noun
convoked,Verb (transitive)
convoker,Noun
convoke,Verb (transitive)
convoking,Verb (transitive)
convolutedly,Adjective
convolutedness,Noun
convoluted,Adjective
convolutely,Adverb
convolute,Verb (transitive)
convolute,Adjective
convoluting,Verb (usu participle)
convolutional,Adjective
convolutionary,Adjective
convolution,Noun
convolved,Verb (intransitive)
convolved,Verb (transitive)
convolvement,Noun
convolve,Verb (usu participle)
convolving,Verb (intransitive)
convolving,Verb (transitive)
convolvulaceous,Adjective
convolvuluses,Plural
convolvulus,Noun
convoy,Noun
convoy,Verb (transitive)
convulsant,Adjective
convulsant,Noun
convulsedly,Adverb
convulsed,Verb (transitive)
convulse,Verb (transitive)
convulse,Verb (intransitive)
convulsibility,Noun
convulsible,Adjective
convulsing,Verb (transitive)
convulsionaries,Plural
convulsionary,Adjective
convulsionary,Noun
convulsion,Noun
convulsively,Adverb
convulsiveness,Noun
convulsive,Adjective
conway,Noun
conyers,Noun
cony,Noun
con,Noun
con,Verb (usu participle)
cooboos,Plural
cooboo,Noun
cooch,Noun
cooed,Verb (usu participle)
cooeed,Verb (usu participle)
cooeeing,Verb (usu participle)
cooee,Interjection
cooee,Verb (usu participle)
cooer,Noun
cooeyed,Plural
cooeying,Plural
cooeys,Plural
cooey,Noun
cooe,Noun
coof,Noun
cooingly,Adverb
cooing,Verb (usu participle)
cook-general,Noun
cookable,Adjective
cookbook,Noun
cookeries,Plural
cookery,Noun
cooker,Noun
cookeville,Noun
cooke,Noun
cookhouses,Plural
cookhouse,Noun
cookies,Plural
cookie,Noun
cooking,NA
cookless,Adjective
cookout,Noun
cooks-general,Plural
cookshop,Noun
cookstove,Noun
cookware,Noun
cooky,Noun
cook,Noun
cook,Verb (usu participle)
cook,Verb (transitive)
cook,Verb (intransitive)
cool-headedly,Adverb
cool-headedness,Noun
cool-headed,Adjective
coolabah,Noun
coolamon,Noun
coolant,Noun
cooler,Noun
cooley,Noun
coolidge,Noun
coolies,Plural
coolie,Noun
cooling-off,Adjective
coolingly,Adverb
coolingness,Noun
coolish,Adjective
coolly,Adverb
coolness,Noun
coolth,Noun
cooly,Noun
cool,Adjective
cool,Adverb
cool,Noun
cool,Verb (usu participle)
coombs,Noun
coomb,Noun
coom,Noun
coonan,Noun
cooncan,Noun
cooner,Noun
coonhound,Noun
coonskin,Noun
coontie,Noun
coon,Noun
cooperage,Noun
cooperated,Verb (intransitive)
cooperate,Verb (intransitive)
cooperating,Verb (intransitive)
cooperationist,Noun
cooperation,Noun
cooperatively,Adverb
cooperativeness,Noun
cooperative,Adjective
cooperative,Noun
cooperator,Noun
cooperies,Plural
cooperite,Noun
cooperman,Noun
coopersmith,Noun
cooperstein,Noun
cooperstown,Noun
coopery,Noun
cooper,Noun
cooper,Verb (transitive)
cooper,Verb (intransitive)
cooption,Noun
coopt,Verb (transitive)
coop,Noun
coop,Verb (transitive)
coordinal,Adjective
coordinated,Verb (usu participle)
coordinately,Adverb
coordinateness,Noun
coordinates,Plural
coordinate,Verb (usu participle)
coordinate,Verb (transitive)
coordinate,Verb (intransitive)
coordinate,Noun
coordinate,Adjective
coordinating,Verb (usu participle)
coordination,Noun
coordinative,Adjective
coordinator,Noun
coorg,Noun
coos,Noun
cootch,Noun
cootch,Verb (transitive)
cooter,Noun
cooties,Plural
cootie,Noun
cooty,Noun
coot,Noun
coo,Noun
coo,Verb (usu participle)
coo,Verb (transitive)
coo,Verb (intransitive)
coo,Interjection
copacetic,Adjective
copaiba,Noun
copalite,Noun
copalm,Noun
copal,Noun
coparcenary,Noun
coparcener,Noun
copartnership,Noun
copartner,Noun
copasetic,Adjective
copeck,Noun
coped,Verb (usu participle)
coped,Verb (transitive)
copeland,Noun
copemate,Noun
copenhagen,Noun
copepod,NA
copernican,Adjective
copernicus,Noun
coper,Noun
copesetic,Adjective
copesmate,Noun
copestone,Noun
cope,Verb (intransitive)
cope,Verb (transitive)
cope,Noun
copht,Noun
copiague,Noun
copier,Noun
copies,Plural
copilot,Noun
coping,Noun
copiosity,Noun
copiously,Adverb
copiousness,Noun
copious,Adjective
copita,Noun
coplanarity,Noun
coplanar,Adjective
copland,Noun
copley,Noun
coplin,Noun
copolymerization,Noun
copolymerized,Verb (transitive)
copolymerized,Verb (intransitive)
copolymerize,Verb (usu participle)
copolymerizing,Verb (transitive)
copolymerizing,Verb (intransitive)
copolymer,Noun
coppard,Noun
copped,Verb (transitive)
coppelia,Noun
copper-leaf,Noun
copper-leaves,Plural
copperah,Noun
copperas,Noun
copperheadism,Noun
copperhead,Noun
coppermine,Noun
copperplate,Noun
coppersmith,Noun
coppery,Adjective
copper,Noun
copper,Verb (transitive)
coppiced,Adjective
coppice,Noun
coppinger,Noun
copping,Noun
copping,Verb (transitive)
coppins,Noun
coppock,Noun
coppola,Noun
copp,Noun
copraemic,Adjective
copra,Noun
coprecipitated,Verb (usu participle)
coprecipitate,Verb (transitive)
coprecipitate,Verb (intransitive)
coprecipitating,Verb (usu participle)
coprecipitation,Noun
copremia,Noun
copremic,Adjective
copreus,Noun
coprolagnia,Noun
coprolagnist,Noun
coprolaliac,Adjective
coprolalia,Noun
coprolite,Noun
coprolitic,Adjective
coprology,Noun
coprophagist,Noun
coprophagous,Adjective
coprophagy,Noun
coprophilia,Noun
coprophilic,Adjective
coprophilism,Noun
coprophilous,Adjective
coprophobia,Noun
coprophobic,Adjective
coprosma,Noun
coprosterol,Noun
copse,Noun
copter,Noun
coptic,NA
copt,Noun
copular,Adjective
copulas,Plural
copulated,Verb (usu participle)
copulate,Verb (intransitive)
copulating,Verb (usu participle)
copulation,Noun
copulatively,Adverb
copulative,Adjective
copula,Noun
copy-edit,Verb (usu participle)
copybook,Noun
copyboy,Noun
copycatted,Verb (usu participle)
copycatting,Verb (usu participle)
copycat,Noun
copycutter,Noun
copyfitter,Noun
copyfitting,Noun
copygraph,Noun
copyholder,Noun
copyhold,Noun
copyist,Noun
copyreader,Noun
copyread,Verb (usu participle)
copyrightable,Adjective
copyrighter,Noun
copyright,Noun
copyright,Adjective
copyright,Verb (transitive)
copywriter,Noun
copywriting,Noun
copy,Noun
copy,Verb (usu participle)
cop,Noun
cop,Verb (usu participle)
cop,Verb (transitive)
coquelicot,Noun
coquelin,Noun
coquetries,Plural
coquetry,Noun
coquetted,Verb (usu participle)
coquette,Noun
coquetting,Verb (usu participle)
coquettishly,Adverb
coquettishness,Noun
coquettish,Adjective
coquet,Verb (usu participle)
coquilhatville,Noun
coquillage,Noun
coquilles,Plural
coquille,Noun
coquina,Noun
coquitos,Plural
coquito,Noun
corabella,Noun
corabelle,Noun
corabel,Noun
coraciiform,Adjective
coracle,Noun
coracoid,Noun
coraji,Noun
coralberries,Plural
coralberry,Noun
coralie,Noun
coraline,Noun
coralliferous,Adjective
corallike,Adjective
coralline,Adjective
coralline,Noun
corallita,Noun
corallite,Noun
coralloid,Adjective
coralroot,Noun
coralye,Noun
coral,Noun
coramine,Noun
corantijn,Noun
corantoes,Plural
corantos,Plural
coranto,Noun
coraopolis,Noun
coray,Noun
cora,Noun
corban,Noun
corbeilles,Plural
corbeille,Noun
corbeil,Noun
corbeled,Verb (usu participle)
corbeling,Noun
corbelled,Verb (usu participle)
corbelling,Noun
corbel,Noun
corbel,Verb (usu participle)
corbett,Noun
corbet,Noun
corbiculate,Adjective
corbicula,Noun
corbie-step,Noun
corbiestep,Noun
corbies,Plural
corbie,Noun
corbina,Noun
corbin,Noun
corblimey,Interjection
corbusier,Noun
corby,Noun
corcoran,Noun
corcovado,Noun
corcyraean,Adjective
corcyraean,Noun
corcyra,Noun
cordage,Noun
cordalia,Noun
cordately,Adverb
cordate,Adjective
corday,Noun
corded,Adjective
cordeelia,Noun
cordelia,Noun
cordeliers,Noun
cordelier,Noun
cordelie,Noun
cordelled,Verb (usu participle)
cordelle,Noun
cordelle,Verb (transitive)
cordelling,Verb (usu participle)
cordell,Noun
corder,Noun
cordey,Noun
cordialities,Plural
cordiality,Noun
cordially,Adverb
cordialness,Noun
cordial,Adjective
cordial,Noun
cordia,Plural
cordierite,Noun
cordier,Noun
cordie,Noun
cordiform,Adjective
cordilleran,Adjective
cordilleras,Plural
cordillera,Noun
cording,Noun
cordis,Adjective
cordite,Noun
cordi,Noun
cordless,Adjective
cordle,Noun
cordlike,Adjective
cordoba,Noun
cordonazos,Plural
cordonazo,Noun
cordon,Noun
cordon,Verb (transitive)
cordovan,Noun
cordovan,NA
cordova,Noun
cords,Plural
cordula,Noun
corduroys,Plural
corduroy,Noun
cordwainery,Noun
cordwainer,Noun
cordwain,Noun
cordwood,Noun
cordy,Noun
cord,Noun
cord,Verb (transitive)
cored,Verb (usu participle)
coreen,Noun
corelation,Noun
corelatively,Adverb
corelative,Adjective
corelative,Noun
coreless,Adjective
coreligionist,Noun
corella,Noun
corelli,Noun
corell,Noun
corel,Noun
coremaker,Noun
coremiumia,Plural
coremium,Noun
corena,Noun
corenda,Noun
corene,Noun
coreopsis,Noun
corer,Noun
corespondent,Noun
coresus,Noun
coretta,Noun
corette,Noun
corey,Noun
core,Noun
core,Verb (transitive)
corfam,Noun
corfu,Noun
corf,Noun
corgi,Noun
coriaceous,Adjective
coriander,Noun
coria,Plural
coricidin,Noun
coridon,Noun
corie,Noun
corilla,Noun
corina,Noun
corine,Noun
coring,Noun
coring,Verb (usu participle)
corinna,Noun
corinne,Noun
corinthians,Noun
corinthian,Adjective
corinthian,Noun
corinthus,Noun
corinth,Noun
corin,Noun
coriolanus,Noun
corissa,Noun
coriss,Noun
corita,Noun
corium,Noun
cori,Noun
cork-tipped,Adjective
corkage,Noun
corkboard,Noun
corked,Adjective
corker,Noun
corkhill,Noun
corkier,Adjective
corkiest,Adjective
corkiness,Noun
corking,Adjective
corklike,Adjective
corkscrew,Noun
corkscrew,Verb (usu participle)
corkwood,Noun
corky,Adjective
cork,Noun
cork,Verb (transitive)
corley,Noun
corliss,Noun
corly,Noun
cormack,Noun
cormac,Noun
cormel,Noun
cormick,Noun
cormier,Noun
cormlike,Adjective
cormoid,Adjective
cormophyte,Noun
cormophytic,Adjective
cormorant,Noun
cormous,Adjective
corm,Noun
corn-colored,Adjective
corn-cracker,Noun
corn-picker,Noun
cornaceous,Adjective
cornall,Noun
cornball,NA
corncob,Noun
corncockle,Noun
corncrake,Noun
corncrib,Noun
corneal,Adjective
cornea,Noun
corned,Adjective
corneille,Noun
cornela,Noun
cornelian,Noun
cornelia,Noun
cornelie,Noun
cornelius,Noun
cornelle,Noun
cornell,Noun
cornel,Noun
cornemuse,Noun
corneous,Adjective
cornered,Adjective
cornerstone,Noun
cornerwise,Adverb
corner,Noun
corner,Verb (transitive)
corner,Verb (intransitive)
cornetcies,Plural
cornetcy,Noun
cornetfish,Noun
cornetist,Noun
cornetti,Plural
cornetto,Noun
cornett,Noun
cornet,Noun
cornew,Noun
corney,Noun
cornfed,Adjective
cornfield,Noun
cornflag,Noun
cornflakes,Plural
cornflour,Noun
cornflower,Noun
cornhusker,Noun
cornhusking,Noun
cornhusk,Noun
cornia,Noun
corniced,Verb (usu participle)
cornice,Noun
cornice,Verb (transitive)
corniche,Noun
cornichon,Noun
cornicing,Verb (usu participle)
cornicle,Noun
corniculate,Adjective
cornier,Adjective
corniest,Adjective
cornie,Noun
corning,Noun
cornishman,Noun
cornishmen,Plural
cornish,Adjective
cornish,Noun
cornmeal,Adjective
cornopion,Noun
corno,Noun
cornstalk,Noun
cornstarch,Noun
cornstone,Noun
cornual,Adjective
cornua,Plural
cornucopian,Adjective
cornucopiate,Adjective
cornucopia,Noun
cornuted,Verb (usu participle)
cornute,Adjective
cornuting,Verb (usu participle)
cornutos,Plural
cornuto,Noun
cornu,Noun
cornwallis,Noun
cornwall,Noun
cornwell,Noun
corny,Adjective
corny,Noun
corn,Noun
corn,Verb (transitive)
corodies,Plural
corody,Noun
coroebus,Noun
corolitic,Adjective
corollaceous,Adjective
corollaries,Plural
corollary,NA
corollate,Adjective
corolla,Noun
coroll,Noun
coromell,Noun
coronach,Noun
coronado,Noun
coronagraphic,Adjective
coronagraph,Noun
coronaled,Adjective
